actividad_tipo,nombre,tipo_via_codigo,tipo_via_descripcion,direccion_nombre_via,direccion_numero,direccion_codigo_postal,municipio_codigo,municipio_nombre,referencia,web,email,telefono,fax,longitud,latitud,fecha_creacion,fecha_actualizacion
servicios asistenciales,Asociacion De Tercera Edad Granadilla PROTEREGRA,CL,Calle,Jose Reyes Martin,18,38612,38017,Granadilla de Abona,El Medano,,proteregra@gmail.com,922772253.0,922772011.0,-16.53521076,28.04586158,2016-05-09T12:45:15.374000,2018-03-20T12:52:39.079000
servicios asistenciales,Asociacion de Vecinos Comision del Poligono del Rosario,CL,Calle,San Benito,48,38108,38023,La Laguna,San Miguel de Chimisay Ed Nelly ,,,,,-16.30292919,28.45437392,2018-04-10T09:10:15.638000,2018-05-25T12:02:42.205000
servicios asistenciales,Asociacion de Vecinos Tercera Edad San Pancracio,CL,Calle,Obispo Ramon Torrijos,10,38108,38023,La Laguna,Finca Pacho Pl 2,,,633064014.0,,-16.30398261,28.44827915,2018-04-10T11:30:43.282000,2019-03-20T14:18:27.227000
servicios asistenciales,Asociacion Hefecaes,AV,Avenida,Inmaculada Concepcion,17,38360,38041,El Sauzal,,,,922573292.0,,-16.43542005,28.47993543,2016-08-09T14:03:07.668000,2016-08-10T13:13:47.972000
servicios asistenciales,Asociacion Integracion Social y Autoestima AISAP,CL,Calle,Isidoro Luz,10,38390,38039,Santa Úrsula,,,,,,-16.48833352,28.42612117,2016-05-09T12:45:15,2018-02-09T08:41:40.068000
servicios asistenciales,Asociacion Mayores Acaymo,CL,Calle,Henry Dunant,4,38204,38023,La Laguna,Antiguo IES ,,,660011523.0,,-16.3191188,28.4831135,2017-06-13T10:06:44,2017-06-13T10:07:35
servicios asistenciales,Asociacion Mayores Achimenchia,PS,Paseo,Concepcion Castillo Romero,29,38434,38022,Icod de los Vinos,Buen Paso,,,922121154.0,,-16.68307233,28.38268076,2016-05-09T12:45:15.374000,2016-07-01T12:06:29.083000
servicios asistenciales,Asociacion Mayores Agache,AV,Avenida,Axaentemir,56,38591,38020,Güimar,El Escobonal,,,922530591.0,,-16.42955593,28.26142447,2016-05-09T12:45:15.374000,2018-06-11T12:04:11.315000
servicios asistenciales,Asociacion Mayores Almarona,CL,Calle,La Luna,8,38640,38006,Arona,,,,922721600.0,,-16.68121833,28.09862088,2016-09-02T11:30:42,2016-09-02T11:30:42
servicios asistenciales,Asociacion Mayores Antonio Fostros,CL,Calle,La Bandera,12,38202,38023,La Laguna,Las Gavias,,,922633281.0,,-16.33204868,28.49712632,2018-03-27T08:26:52.740000,2018-03-27T08:26:52.740000
servicios asistenciales,Asociacion Mayores Benchomo,CL,Calle,Benchomo,2,38320,38023,La Laguna,Las Mantecas,,,922648659.0,,-16.29523551,28.46456906,2016-05-09T12:45:15,2018-03-15T13:34:43.511000
servicios asistenciales,Asociacion Mayores Beneharo,CR,Carretera,General TF 263 San Miguel de Geneto,184,38296,38023,La Laguna,San Miguel de Geneto,,,922634511.0,,-16.31463072,28.4583202,2016-10-06T12:28:43,2018-02-14T14:23:39
servicios asistenciales,Asociacion Mayores Beneharo,CR,Carretera,General TF 263 San Miguel de Geneto,184,38296,38023,La Laguna,San Miguel de Geneto,,,922634511.0,,-16.31500174,28.45820908,2016-10-06T12:28:43,2018-02-14T14:23:39.771000
servicios asistenciales,Asociacion Mayores Cardon de Oro,CL,Calle,El Puerto,61,38480,38010,Buenavista del Norte,Casa de la Cultura,,,922128002.0,,-16.8528385,28.37343882,2016-05-09T12:45:15.374000,2023-10-18T14:41:54.296000
servicios asistenciales,Asociacion Mayores Corazones de Tejina Penjucote,CL,Calle,San Sebastian,37,38260,38023,La Laguna,Tejina,,,922150554.0,,-16.36160155,28.53217974,2016-05-09T12:45:15,2018-05-24T17:22:06.194000
servicios asistenciales,Asociacion Mayores Cruz de Marca La Verdellada,CL,Calle,Francisco Afonso Carrillo,49,38207,38023,La Laguna,La Verdellada Centro Sociocultural,,,678211101.0,,-16.30651598,28.48035606,2016-05-09T12:45:15,2015-08-27T10:15:38
servicios asistenciales,Asociacion Mayores El Granero,CM,Camino,San Bartolome de Geneto,206,38296,38023,La Laguna,San Bartolome de Geneto Centro Ciudadano,,,,,-16.30845353,28.46243154,2016-11-22T14:33:55,2017-10-30T15:06:19
servicios asistenciales,Asociacion Mayores El Roquito Buzanada,PZ,"Plaza, plazoleta",La Iglesia,1,38627,38006,Arona,Buzanada,,,922765381.0,,-16.65419119,28.07264313,2017-02-21T09:07:11,2017-03-06T14:58:17
servicios asistenciales,Asociacion Mayores Enrique Romeu,CL,Calle,6 de Diciembre,28,38203,38023,La Laguna,Ed Cha Marta Lc 9,,,922630312.0,,-16.32097043,28.48824918,2016-05-09T12:45:15,2018-05-24T17:22:06.194000
servicios asistenciales,Asociacion Mayores Flor de la Gorgolana,CL,Calle,La Libertad,1,38550,38004,Arafo,,,,922512629.0,,-16.41899295,28.33977371,2016-05-09T12:45:15,2016-05-17T12:58:24
servicios asistenciales,Asociacion Mayores Fraisa,CL,Calle,Fuerteventura,85,38632,38006,Arona,El Fraile,,,680508505.0,,-16.66911342,28.01121293,2016-05-31T14:20:58,2017-08-11T07:38:32
servicios asistenciales,Asociacion Mayores Guajara Barroso,CR,Carretera,General TF 21 Cuesta de la Villa Granadilla,77,38310,38026,La Orotava,Barroso,,,686537116.0,,-16.51469054,28.38258364,2018-02-15T10:26:51.752000,2018-02-15T10:26:51.752000
servicios asistenciales,Asociacion Mayores Guanche Flor y Palma,CM,Camino,Guanche,47,38311,38026,La Orotava,La Florida Pz La Florida Centro Sociocuiltural,,,922333370.0,,-16.50471868,28.39042033,2016-05-09T12:45:15,2015-08-04T13:31:40
servicios asistenciales,Asociacion Mayores Ingenio,PZ,"Plaza, plazoleta",La Luz,8,38470,38042,Los Silos,,,,922840012.0,,-16.8171016,28.36576923,2016-05-09T12:45:15.374000,2015-11-13T11:56:00.360000
servicios asistenciales,Asociacion Mayores La Arbeja,CM,Camino,La Arbeja,191,38312,38026,La Orotava,La Perdoma,,,922331012.0,,-16.5542136,28.38812037,2016-05-09T12:45:15,2015-08-04T13:23:16
servicios asistenciales,Asociacion Mayores La Paz,CL,Calle,Simon Bolivar,25,38689,38019,Guía de Isora,Chio,,,922852473.0,,-16.79655261,28.23564514,2016-05-09T12:45:15.374000,2015-11-13T09:52:04.047000
servicios asistenciales,Asociacion Mayores La Ternura,PJ,"Pasaje, paraje",Ayatimas,14,38108,38038,Santa Cruz de Tenerife,Chimisay   2B,,,676735820.0,,-16.28223352,28.44933211,2018-04-09T13:56:49.114000,2019-02-14T07:55:07.076000
servicios asistenciales,Asociacion Mayores Las Salinas,CL,Calle,Mar del Norte,21,38687,38019,Guía de Isora,Playa San Juan,,,922866912.0,922866605.0,-16.81765611,28.18514979,2016-05-09T12:45:15.374000,2016-03-17T09:06:46.586000
servicios asistenciales,Asociacion Mayores Los Cipreses,RB,Rambla,Doctor Perez,5,38390,38039,Santa Úrsula,Ed Maria Victoria,,,922300207.0,,-16.49116167,28.42595527,2016-05-09T12:45:15,2018-01-31T13:50:19
servicios asistenciales,Asociacion Mayores Los Dos Hermanos,CL,Calle,Los Corrales,9,38240,38023,La Laguna,Punta del Hidalgo,,,922156131.0,,-16.32917582,28.56963504,,
servicios asistenciales,Asociacion Mayores Los Dragos Chiguergue,CL,Calle,San Roque,4,38688,38019,Guía de Isora,Chiguergue Centro Cultural,,,922851021.0,,-16.78393896,28.22609068,2016-05-09T12:45:15,2017-02-23T09:33:03.639000
servicios asistenciales,Asociacion Mayores Los Pinos Cruz del Santo Madero,PZ,"Plaza, plazoleta",Cruz Verde,4,38300,38026,La Orotava,,,,663283525.0,,-16.52153501,28.3845836,2016-05-09T12:45:15,2015-08-04T13:30:57
servicios asistenciales,Asociacion Mayores Los Viñedos,CL,Calle,Reverendo Santiago Cruz Dorta,3,38413,38031,Los Realejos,La Cruz Santa Pabellon Deportes,,,,,-16.56366709,28.37803395,2016-05-09T12:45:15,2023-10-18T14:39:08.082000
servicios asistenciales,Asociacion Mayores Madre Divino Pastor,CL,Calle,Divina Pastora,1,38627,38006,Arona,La Camella,,,922721138.0,,-16.68205009,28.07926681,2017-02-21T09:09:41,2017-03-30T10:07:03
servicios asistenciales,Asociacion Mayores Montaña Tejina,CL,Calle,Corazones de Tejina,16,38685,38019,Guía de Isora,Tejina de Guia Centro Cultural,,,922857560.0,,-16.76413105,28.1863173,2016-05-09T12:45:15.374000,2015-11-13T09:52:04.047000
servicios asistenciales,Asociacion Mayores Nuestra Ilusion,CL,Calle,San Benito,48,38108,38023,La Laguna,San Miguel de Chimisay Edificio Nelly Vivienda 26,,,675611766.0,,-16.30292169,28.45436695,2018-03-26T14:04:45.842000,2018-03-26T14:04:45.842000
servicios asistenciales,Asociacion Mayores Nueva Generacion,CL,Calle,Bejeque,13,38108,38023,La Laguna,El Cardonal,,,,,-16.29924109,28.45074603,2017-06-13T09:06:35,2017-06-13T09:06:35
servicios asistenciales,Asociacion Mayores Patronato Juan De Gordejuela,CL,Calle,La Alhondiga,8,38410,38031,Los Realejos,San Agustin,,,,,-16.58613943,28.38851092,2016-05-09T12:45:15,2018-03-06T09:33:43.422000
servicios asistenciales,Asociacion Mayores Pico Cho Canino,AV,Avenida,Las Palmeras,61,38205,38023,La Laguna,Finca España,www.fincaespaña.com,,,,-16.29907825,28.47454474,2016-05-09T12:45:15.374000,2017-04-28T10:39:24.255000
servicios asistenciales,Asociacion Mayores Rambla Costa,CL,Calle,Estrecha,15,38420,38034,San Juan de la Rambla,,,,922360139.0,,-16.64889776,28.39399515,2016-05-09T12:45:15,2016-05-24T12:13:55
servicios asistenciales,Asociacion Mayores Ravelo,CL,Calle,Real Orotava,160,38359,38041,El Sauzal,Ravelo,,,922585236.0,,-16.42188415,28.46108387,2016-05-09T12:45:15.374000,2015-11-13T11:56:00.360000
servicios asistenciales,Asociacion Mayores Roque de Igara,CL,Calle,Vista Martin,8,38627,38006,Arona,Cabo Blanco Centro Civico,,,620774813.0,,-16.67077093,28.07366676,2016-05-09T12:45:15,2017-09-25T08:41:22
servicios asistenciales,Asociacion Mayores Ruiz Andion,CL,Calle,Ruiz Andion,35,38410,38031,Los Realejos,Los Cuartos,,,,,-16.58238315,28.38849316,2016-05-09T12:45:15,2015-08-04T13:18:21
servicios asistenciales,Asociacion Mayores San Francisco de Paula,CM,Camino,San Francisco de Paula TF 265,113,38291,38023,La Laguna,Los Baldios Centro Ciudadano,,,922633252.0,,-16.32723048,28.46477171,2016-05-09T12:45:15,2018-02-15T07:44:23.610000
servicios asistenciales,Asociacion Mayores San Joaquin y Santa Ana,CM,Camino,Santa Ana,2,38297,38023,La Laguna,El Ortigal,,,922594077.0,,-16.36958627,28.47256413,2018-03-27T08:26:52.740000,2018-03-27T08:26:52.740000
servicios asistenciales,Asociacion Mayores San Jose Obrero,CM,Camino,El Velo,71,38310,38026,La Orotava,Aguamansa,,,,,-16.50011286,28.36738876,2017-03-02T14:17:20,2017-03-02T14:17:20
servicios asistenciales,Asociacion Mayores San Lorenzo El Pinito,CL,Calle,Chindia,22,38626,38006,Arona,Valle San Lorenzo,,,922722331.0,,-16.65624347,28.09049882,2016-05-09T12:45:15,2015-08-04T12:31:10
servicios asistenciales,Asociacion Mayores Santa Ana,CL,Calle,Principe Pelinor,18,38670,38001,Adeje,Centro Cultural Adeje,,,922756229.0,,-16.72528489,28.12232775,2016-05-09T12:45:15,2016-11-16T14:06:37
servicios asistenciales,Asociacion Mayores Tagoror,CL,Calle,Jose Ponte,29,38315,38026,La Orotava,La Perdoma,,,922308462.0,,-16.55209135,28.37808808,2016-05-09T12:45:15,2018-03-09T13:33:31.414000
servicios asistenciales,Asociacion Mayores Tanco,CL,Calle,Dona,20,38108,38023,La Laguna,Taco Centro Ciudadano San Jeronimo,,,822011799.0,,-16.29824654,28.44910119,2016-05-09T12:45:15,2015-08-04T10:43:56
servicios asistenciales,Asociacion Mayores Tenemos Por Que,CL,Calle,Horizonte,35,38310,38026,La Orotava,Pinolere,,,,,-16.50026137,28.3779776,2016-05-09T12:45:15,2015-08-04T13:29:53
servicios asistenciales,Asociacion Mayores Tingara Alcala,CL,Calle,Mondiola,18,38686,38019,Guía de Isora,Alcala Centro Cultural,,,922832296.0,,-16.82804073,28.20310688,2016-05-09T12:45:15.374000,2015-11-13T09:52:04.047000
servicios asistenciales,Asociacion Mayores Toscal Longuera,CL,Calle,El Toscal,8,38417,38031,Los Realejos,El Toscal Longuera,,,922385421.0,,-16.57471008,28.39973954,2016-05-09T12:45:15,2018-03-07T12:03:42.456000
servicios asistenciales,Asociacion Mayores Toscas de Romero,CL,Calle,Toscas de Romero,50,38410,38031,Los Realejos,Realejo Alto,,,922341575.0,,-16.58601642,28.37467688,,2018-01-30T09:00:56
servicios asistenciales,Asociacion Mayores Universo de Gracia,CL,Calle,Universo,20,38205,38023,La Laguna,Lomo Guirre Centro Ciudadano,,,922156556.0,,-16.30681163,28.47321923,2017-10-30T13:47:18,2017-10-30T13:47:18
servicios asistenciales,Asociacion Mayores Vilaflor de Chasna,CL,Calle,El Calvario,13,38613,38052,Vilaflor,,,,922709104.0,,-16.63686765,28.15500723,2016-05-09T12:45:15.374000,2018-02-08T12:11:10.082000
servicios asistenciales,Asociacion Mayores Villa Arriba,CL,Calle,Domingo Hernandez Gonzalez,1,38300,38026,La Orotava,Cruz del Teide Casa El Drago,,,607888763.0,,-16.52685099,28.38260257,2016-05-09T12:45:15,2015-08-04T13:30:57
servicios asistenciales,Asociacion Mayores Virgen del Rosario,CL,Calle,Nicaragua,33,38500,38020,Güimar,Fatima,,,922513209.0,,-16.41127526,28.3243908,2016-05-09T12:45:15.374000,2015-11-13T09:52:04.047000
servicios asistenciales,Asociacion Pensionistas 3 Edad Villa El Sauzal,CL,Calle,Lepanto,4,38360,38041,El Sauzal,,,,922571624.0,,-16.43583174,28.47801862,2016-05-09T12:45:15.374000,2015-11-13T11:56:00.360000
servicios asistenciales,Asociacion Por La Integracion De Discapacitados Fisicos AIDIFTE,AV,Avenida,Inmaculada Concepcion,17,38360,38041,El Sauzal,,,aidifte@hotmail.com,922573292.0,,-16.43543468,28.47997078,2016-08-09T14:06:59.540000,2018-03-12T10:42:35.210000
servicios asistenciales,Asociacion PROCEAF Centro Terapeutico Alzheimer,CR,Carretera,Vieja TF 213,56,38390,38039,Santa Úrsula,,,ceaf@aytosantaursula.com,922304765.0,,-16.48410325,28.42918631,2016-05-09T12:45:15.374000,2018-02-09T12:22:06.511000
servicios asistenciales,Asociacion Tercera Edad 25 de Noviembre,Cl,Calle,Los Escolares,2,38441,38018,La Guancha,Santa Catalina,,,922360338.0,,-16.65650557,28.39160914,2016-05-09T12:45:15.374000,2023-10-18T14:04:54.665000
servicios asistenciales,Asociacion Tercera Edad Armeñime,CL,Calle,Leon Felipe,9,38678,38001,Adeje,Armeñime,,,,,-16.75551156,28.12892488,2016-05-09T12:45:15,2015-11-27T09:15:13
servicios asistenciales,Asociacion Tercera Edad Baray,CR,Carretera,General TF 351 San Jose,95,38428,38034,San Juan de la Rambla,San Jose,,,,,-16.64203871,28.37783018,2016-05-09T12:45:15,2016-05-24T11:46:13
servicios asistenciales,Asociacion Tercera Edad Camino Chasna,CM,Camino,Chasna,126,38310,38026,La Orotava,Chasna,,,616545716.0,,-16.52777259,28.36742798,2016-05-09T12:45:15,2015-08-04T13:29:53
servicios asistenciales,Asociacion Tercera Edad Chimisay,AV,Avenida,El Cardonal,13,38108,38023,La Laguna,El Cardonal,,,822011004.0,,-16.29941667,28.45065225,2018-04-10T09:10:15.638000,2019-02-12T12:58:15.325000
servicios asistenciales,Asociacion Tercera Edad El Ere,CL,Calle,Charcay,71,38595,38017,Granadilla de Abona,Charco del Pino,,,,,-16.591455,28.10725079,2016-05-09T12:45:15.374000,2018-02-15T07:26:11.279000
servicios asistenciales,Asociacion Tercera Edad Icod de los Trigos,CL,Calle,Real,14,38414,38031,Los Realejos,Icod El Alto Centro Social y Cultural,,,922359210.0,,-16.61226383,28.38400822,2016-05-26T14:22:24.677000,2018-12-03T08:59:53.446000
servicios asistenciales,Asociacion Tercera Edad Rambla de Castro,CL,Calle,Real,14,38414,38031,Los Realejos,Icod El Alto Centro Social y Cultural,,,922359154.0,,-16.61241158,28.38404012,2016-05-26T14:22:24,2018-12-03T08:59:53.446000
servicios asistenciales,Asociacion Tercera Edad Renacer Costero,Cl,Calle,La Iglesia Peatonal,2,38441,38018,La Guancha,Santo Domingo,,,0.0,,-16.67291622,28.3906817,2016-05-09T12:45:15.374000,2023-10-18T14:04:54.665000
servicios asistenciales,Asociacion Tercera Edad Rosa y Mar,CL,Calle,Barroso,10,38631,38006,Arona,Las Galletas Las Rosas,,,609569085.0,,-16.65276635,28.02164573,2016-05-09T12:45:15,2015-08-04T12:36:22
servicios asistenciales,Asociacion Tercera Edad Rosalva,CL,Calle,Real,15,38370,38025,La Matanza,,,,922577258.0,,-16.44655582,28.45319514,2016-05-09T12:45:15,2018-01-25T13:03:20
servicios asistenciales,Asociacion Tercera Edad San Blas - Virgen del Carmen,CL,Calle,Aguadulce,1,38618,38017,Granadilla de Abona,Los Abrigos Centro Civico,,,922170232.0,,-16.59203884,28.0293853,2016-05-09T12:45:15.374000,2018-02-15T07:26:11.279000
servicios asistenciales,Asociacion Tercera Edad San Isidro,CL,Calle,Los Panaderos,1,38611,38017,Granadilla de Abona,San Isidro Centro Sociocultural,,,,,-16.55759049,28.07965802,2016-05-09T12:45:15.374000,2018-02-15T07:26:11.279000
servicios asistenciales,Asociacion Tercera Edad Tagoro Victoriero,CL,Calle,Perez Diaz,74,38380,38051,La Victoria,,,,922581010.0,,-16.47011441,28.43452185,2016-05-09T12:45:15.374000,2018-02-15T07:26:11.279000
servicios asistenciales,Asociacion Tercera Edad Tinguaro Mayor,CL,Calle,La Fajana,15,38205,38023,La Laguna,Barrio  Nuevo,,,634826456.0,,-16.30908385,28.48018611,2016-05-09T12:45:15.374000,2018-05-24T17:22:06.194000
servicios asistenciales,Asociacion Tercera Edad Virgen de las Mercedes de Roja,CL,Calle,Mencey de Abona,2,38612,38017,Granadilla de Abona,El Medano,,,922177456.0,,-16.53781776,28.04718369,2016-05-09T12:45:15.374000,2018-02-15T07:26:11.279000
servicios asistenciales,Asociacion Tercera Edad Virgen del Pino,CL,Calle,Charcay,71,38595,38017,Granadilla de Abona,Charco del Pino,www.granadilladeabona.org,coordinadorass_ss@granadilladeabona.org,922773304.0,,-16.59157,28.10721059,2016-05-09T12:45:15.374000,2018-02-15T07:26:11.279000
servicios asistenciales,Asociacion Union Mayores Las Viñas,CL,Calle,Cartaya,2,38296,38023,La Laguna,San Miguel de Geneto,,,922633848.0,,-16.31228289,28.45841795,2018-03-27T09:49:27.394000,2018-03-27T09:49:27.394000
servicios asistenciales,Asociacion Vecinos Achinech La Arbeja,CM,Camino,La Arbeja,191,38312,38026,La Orotava,La Perdoma,,,,,-16.55419547,28.38797045,2016-05-09T12:45:15,2015-08-04T13:23:16
servicios profesionales medicos,Azero Laclinic,RB,Rambla,Santa Cruz,144,38001,38038,Santa Cruz de Tenerife,,www.azerolaclinic.com,,622218960.0,822175299.0,-16.24988162,28.47516921,2017-06-27T11:57:14.147000,2017-06-27T11:57:14.147000
farmacia cooperativa,B Braun Avitum Canarias,CL,Calle,Laura Grote De La Puerta,0,38110,38038,Santa Cruz de Tenerife,P I El Mayorazgo,www.bbraun.es,carolina.oneill@bbraun.com,922207521.0,922207523.0,-16.28299432,28.44293877,2017-02-15T11:40:07.893000,2017-06-22T12:00:55.850000
