actividad_tipo,nombre,tipo_via_codigo,tipo_via_descripcion,direccion_nombre_via,direccion_numero,direccion_codigo_postal,municipio_codigo,municipio_nombre,referencia,web,email,telefono,fax,longitud,latitud,fecha_creacion,fecha_actualizacion
servicios profesionales abogacia,Abogado Jose Alexis Lopez Cabrera,AV,Avenida,Tres de Mayo,22,38410,38031,Los Realejos,Realejo Alto,,,922355665.0,,-16.58440591,28.38227637,2016-05-09T12:45:15.374000,2015-08-04T13:18:21.764000
servicios profesionales abogacia,Abogado Jose Julian Gutierrez,CR,Carretera,General TF 217 Norte,66,38380,38051,La Victoria,,,,,,-16.46814327,28.43586052,2016-05-09T12:45:15.374000,2015-11-25T12:16:42.130000
servicios profesionales abogacia,Abogado Jose Santiago Gonzalez,Cl,Calle,El Puerto,41,38480,38010,Buenavista del Norte,,,,922128125.0,,-16.85224925,28.37249764,2023-10-18T12:08:17.876000,2023-10-18T12:08:17.876000
servicios profesionales abogacia,Abogado Juan Luis Hernandez Perera,CL,Calle,Isaac de Vega,11,38600,38017,Granadilla de Abona,,,abogadoshd@gmail.com,922772363.0,922772547.0,-16.577164,28.12551039,2016-05-09T12:45:15.374000,2015-08-04T11:56:42.718000
servicios profesionales abogacia,Abogado Real Luis ,AV,Avenida,Canarias,9,38410,38031,Los Realejos,Realejo Alto,,,922340347.0,,-16.58436725,28.38095761,2016-05-09T12:45:15.374000,2023-10-18T14:41:54.296000
servicios profesionales abogacia,Abogado Sergio Batista Diaz,CL,Calle,San Antonio,13,38600,38017,Granadilla de Abona,,,sbgranadilla@interbook.net,922770262.0,922773155.0,-16.578328,28.12336932,2016-05-09T12:45:15.374000,2015-08-04T11:56:42.718000
servicios profesionales abogacia,Abogados Casanova y Perez,CL,Calle,San Francisco,7,38600,38017,Granadilla de Abona,,,abogadosyasociados00@yahoo.es,922772831.0,922771202.0,-16.577516,28.12333169,2016-05-09T12:45:15.374000,2015-08-04T11:56:42.718000
servicios profesionales abogacia,Abogados Inurria,CL,Calle,Herrador,17,38683,38040,Santiago del Teide,Puerto de Santiago,www.bufeteinurria.com,,629678726.0,,-16.84040151,28.23787172,2016-05-09T12:45:15.374000,2016-06-21T13:54:10.243000
servicios profesionales abogacia,Abogados Peraza y Ravelo,AV,Avenida,Los Menceyes,166,38320,38023,La Laguna,La Cuesta,,perazayravelo@gmail.com,922651235.0,,-16.29787445,28.47050513,2016-05-09T12:45:15.374000,2015-08-04T10:33:10.329000
asesoria consultoria gestoria,Abona Gestion Asesoria,CR,Carretera,General TF 28 Sur,12,38580,38005,Arico,Villa de Arico,,,,,-16.5010673,28.16541701,2016-05-09T12:45:15.374000,2016-05-19T10:53:43.772000
administracion inmobiliaria,Abona Inmobiliaria,CL,Calle,Evaristo Gomez Gonzalez,9,38612,38017,Granadilla de Abona,El Medano,www.abonainmobiliaria.com,palacios@abonainmobiliaria.com,922176235.0,,-16.539023,28.04471519,2016-05-09T12:45:15.374000,2015-11-10T10:52:31.023000
peluqueria estetica,Abona Peluqueria,CL,Calle,Jesus Nazareno,13,38003,38038,Santa Cruz de Tenerife,,,,922276891.0,,-16.25430947,28.4680888,2016-05-09T12:45:15.374000,2017-12-01T12:24:16.861000
servicios electricidad electronica,Abreu Instalaciones Electricas,CL,Calle,Farrobillo,41,38390,38039,Santa Úrsula,El Farrobillo,,instalaciones abreu@live.com,607539478.0,,-16.48217141,28.42273476,2016-11-09T10:22:08,2018-04-10T14:32:20.221000
agencias de noticias,AC Digital,CR,Carretera,General TF 192 El Rosario,110,38010,38038,Santa Cruz de Tenerife,Pl 1,www.acdigital.com,agencia@acdigital.es,922672121.0,922662921.0,-16.28085483,28.45249888,2016-05-09T12:45:15,2017-03-15T08:39:45
peluqueria estetica,AC Peluqueros,AV,Avenida,Antonio Dominguez Alfonso,16,38650,38006,Arona,Py Americas Ht Udalla Park Lc 02,,,922798571.0,,-16.72462441,28.05624809,2016-05-09T12:45:15.374000,2017-08-17T13:03:01.710000
agencias de noticias,ACAN Noticias,CL,Calle,Porlier,5,38004,38038,Santa Cruz de Tenerife,,www.azulyblanco.com,acan@azulyblanco.com,822013522.0,822013531.0,-16.25722197,28.46688316,2017-01-30T09:48:15,2017-01-31T07:28:11
estudio arquitectura ingenieria,Acentejo Ingenieros,CL,Calle,Vista Alegre,22,38380,38051,La Victoria,Ed Viña Vieja,www.acentejoingenieros.com,ccm@acentejoingenieros.com,922581936.0,922580737.0,-16.467564,28.43467499,2016-05-09T12:45:15.374000,2015-11-17T14:14:46.781000
agencias de noticias,ACFI Press,CL,Calle,Bethencourt y Molina,11,38003,38038,Santa Cruz de Tenerife,Ed Blandin Pl 1 Of E,www.acfipress.com,tenerife@acfipress.com,922535177.0,,-16.25221821,28.46103908,2016-05-09T12:45:15,2016-04-25T11:57:06
servicios otro tipo,Acromium,CL,Calle,Iriarte,17,38400,38028,Puerto de la Cruz,,,,666296894.0,,-16.54838783,28.4157689,2022-04-22T12:09:52.592000,2022-04-22T12:09:52.592000
administracion inmobiliaria,ACT Habit,AV,Avenida,Maritima,37,38683,38040,Santiago del Teide,Puerto de Santiago,www.acthabit.com,,922862299.0,,-16.84027877,28.22949315,2016-05-09T12:45:15.374000,2018-11-28T10:39:01.781000
asesoria consultoria gestoria,Activa Gestion Deportiva,CR,Carretera,Vieja TF 213,28,38380,38051,La Victoria,,www.activadeportiva.com,info@activadeportiva.com,605871274.0,922582103.0,-16.47995441,28.42906744,2016-05-09T12:45:15,2015-11-20T13:32:37
servicios profesionales limpieza,Achaman Limpieza,CL,Calle,Agustin Espinosa Garcia,3,38007,38038,Santa Cruz de Tenerife,,www.limpiezachaman.com,limpieza.achaman@gmail.com,922209006.0,922201095.0,-16.27080614,28.46648855,2016-05-09T12:45:15.374000,2016-06-07T14:11:00.500000
peluqueria estetica,Adan Piñero Peluqueros,AV,Avenida,Islas Canarias,5,38006,38038,Santa Cruz de Tenerife,,,,922248981.0,,-16.26233324,28.46780366,2016-05-09T12:45:15.374000,2018-01-17T11:53:21.353000
peluqueria estetica,Adan Piñero Peluqueros,AV,Avenida,Islas Canarias,123,38007,38038,Santa Cruz de Tenerife,Barrio Cruz del Señor,,,922875137.0,,-16.272305,28.46414799,2016-05-09T12:45:15.374000,2018-01-17T11:46:21.143000
edicion distribucion libros periodicos,Adeje Valeriano,CL,Calle,Isla de Alegranza,190,38679,38001,Adeje,Fañabe,,,922787131.0,,-16.73131643,28.10750427,2016-05-09T12:45:15.374000,2015-08-04T12:43:52.150000
peluqueria estetica,Adela Arce Natura Bisse,CL,Calle,San Juan,21,38204,38023,La Laguna,,www.adela-arce.com,informacion@adela-arce.com,922315347.0,,-16.31755,28.48723999,2016-05-09T12:45:15.374000,2015-08-24T11:58:32.537000
servicios otro tipo,ADFICAN,Cl,Calle,El Hierro,4,38410,38031,Los Realejos,,,administracion@adfican.es,922385900.0,,-16.58433818,28.38023608,2023-10-18T12:08:17.876000,2023-10-18T12:08:17.876000
peluqueria estetica,Adios Piojos,CL,Calle,Carmen Monteverde,64,38003,38038,Santa Cruz de Tenerife,Pt 1 Of 7,,tenerife@adiospiojos.es,615024651.0,,-16.25585696,28.46703132,,2018-01-17T09:45:29.610000
asesoria consultoria gestoria,Adlanta Asesores,CL,Calle,El Casino,27,38280,38046,Tegueste,,,adlanta@adlanta.es,922546293.0,922546881.0,-16.33935,28.52301799,2016-05-09T12:45:15.374000,2016-07-12T07:24:22.246000
administracion de loteria,Admin Loterias Raquel,PZ,"Plaza, plazoleta",Doctor Olivera,7,38201,38023,La Laguna,,,,,,-16.32027678,28.48997727,2021-06-08T10:09:02.163000,2021-06-08T10:09:02.163000
administracion inmobiliaria,Administracion de Fincas,CL,Calle,Prosperidad,5,38006,38038,Santa Cruz de Tenerife,,www.jcdadministrador.com,,922273205.0,922273205.0,-16.2628888,28.46863428,2016-05-09T12:45:15.374000,2015-11-11T14:50:02.124000
administracion inmobiliaria,Administracion de Fincas,RB,Rambla,General de Añaza,33,38111,38038,Santa Cruz de Tenerife,,,,922685851.0,,-16.29861335,28.42696125,2016-05-09T12:45:15.374000,2015-11-11T14:50:02.124000
administracion inmobiliaria,Administracion de Fincas ADM,CL,Calle,Venezuela,22,38631,38006,Arona,Las Galletas,,adm-24@hotmail.com,922786138.0,922786984.0,-16.65578247,28.00707367,2016-05-09T12:45:15.374000,2015-08-04T12:36:55.984000
administracion inmobiliaria,Administracion de Fincas Jesus Oliva,CL,Calle,Heliodoro Rodriguez Lopez,9,38005,38038,Santa Cruz de Tenerife,,www.jesusoliva.com,,922215509.0,,-16.262302,28.46056199,2016-05-09T12:45:15.374000,2017-03-15T09:48:11.409000
administracion inmobiliaria,Administracion de Fincas Rocio Lacaba,CL,Calle,Siempreviva,66,38107,38038,Santa Cruz de Tenerife,La Gallega,,rlacaba72@gmail.com,922619059.0,922619241.0,-16.31997912,28.43274788,2016-05-09T12:45:15.374000,2016-04-05T14:52:08.142000
administracion de loteria,Administracion de Loterias,CL,Calle,San Juan Bosco,1,38300,38026,La Orotava,Ed Temait,,,,,-16.51932631,28.39353314,2016-05-09T12:45:15.374000,2017-10-31T14:20:40.388000
administracion de loteria,Administracion de Loterias,AV,Avenida,Valle San Lorenzo,3,38626,38006,Arona,Valle San Lorenzo,,,0.0,0.0,-16.65631807,28.09046822,2016-05-09T12:45:15.374000,2015-08-04T12:31:10.347000
administracion de loteria,Administracion de Loterias,CL,Calle,La Ballena,5,38630,38006,Arona,Las Galletas,,,922731967.0,0.0,-16.65363452,28.00691613,2016-05-09T12:45:15.374000,2015-08-04T12:39:04.498000
administracion de loteria,Administracion de Loterias,CL,Calle,San Agustin,82,38430,38022,Icod de los Vinos,,,,922815168.0,,-16.715307,28.36914399,2016-05-09T12:45:15.374000,2015-08-04T13:09:51.115000
administracion de loteria,Administracion de Loterias,AV,Avenida,Principes de España,35,38435,38044,El Tanque,,,,922136871.0,,-16.779158,28.35580099,2016-05-09T12:45:15.374000,2015-08-04T12:58:55.904000
administracion de loteria,Administracion de Loterias,AV,Avenida,Colon,16,38400,38028,Puerto de la Cruz,Ht H10 Tenerife Playa,,,922383738.0,,-16.542325,28.41880399,2016-05-09T12:45:15.374000,2017-03-23T10:16:09.503000
administracion de loteria,Administracion de Loterias,CR,Carretera,General TF 24 Las Cañadas,41,38290,38032,El Rosario,La Esperanza,,,922548867.0,,-16.364943,28.45169399,2016-05-09T12:45:15.374000,2015-08-04T10:49:35.113000
administracion de loteria,Administracion de Loterias,CR,Carretera,General TF 351 San Jose,53,38428,38034,San Juan de la Rambla,San Jose,,,,,-16.644571,28.38005399,2016-05-09T12:45:15.374000,2016-05-24T11:46:13.881000
administracion de loteria,Administracion de Loterias,AV,Avenida,Jose Antonio,7,38420,38034,San Juan de la Rambla,,,,922350250.0,,-16.649021,28.39416899,2016-05-09T12:45:15.374000,2015-08-04T13:14:43.986000
administracion de loteria,Administracion de Loterias,CL,Calle,Reverendo Onesimo Bethencourt,5,38150,38038,Santa Cruz de Tenerife,Valleseco,,,922596956.0,0.0,-16.23725427,28.48666516,2016-05-09T12:45:15.374000,2016-07-11T08:29:34.256000
administracion de loteria,Administracion de Loterias,CR,Carretera,Real TF 237,104,38355,38043,Tacoronte,Agua Garcia,,,,,-16.40483813,28.46621317,2018-05-22T12:01:42.897000,2018-05-22T12:01:42.897000
administracion de loteria,Administracion de Loterias,CL,Calle,Musicos de Arafo,5,38550,38004,Arafo,,,,,,-16.41838883,28.33944788,2016-05-09T12:45:15.374000,2016-05-18T10:11:58.655000
administracion de loteria,Administracion de Loterias,CR,Carretera,Fuencaliente,19,38108,38023,La Laguna,,,,,,-16.29810813,28.44681109,2016-05-09T12:45:15.374000,2015-08-04T10:43:56.867000
administracion de loteria,Administracion de Loterias 10,CL,Calle,Sabino Berthelot,33,38002,38038,Santa Cruz de Tenerife,,,,922249846.0,,-16.25378508,28.46906737,2022-04-22T12:09:52.592000,2022-04-22T12:09:52.592000
administracion de loteria,Administracion de Loterias 14,CL,Calle,Valentin Sanz,2,38003,38038,Santa Cruz de Tenerife,,,,,,-16.25133632,28.46558878,2022-04-22T12:09:52.592000,2022-04-22T12:09:52.592000
administracion de loteria,Administracion de Loterias 9,CL,Calle,Del Castillo,3,38002,38038,Santa Cruz de Tenerife,,,,922241228.0,,-16.24933672,28.46680393,2022-04-22T12:09:52.592000,2022-04-22T12:09:52.592000
administracion de loteria,Administracion de Loterias Adorian,CL,Calle,Leoncio Rodriguez,1,38390,38039,Santa Úrsula,,,juditdoa@gmail.com,922302395.0,0.0,-16.4888322,28.42571558,2016-05-09T12:45:15.374000,2018-02-01T09:42:54.897000
administracion de loteria,Administracion de Loterias Avenida 17,AV,Avenida,Islas Canarias,17,38632,38006,Arona,El Fraile,,avda17@prodiamex.com,922785355.0,922734029.0,-16.66970989,28.0124169,2016-05-09T12:45:15.374000,2015-08-04T12:35:04.641000
administracion de loteria,Administración de Loterias Doña Conchita,PZ,"Plaza, plazoleta",Del Charco,14,38400,38028,Puerto de la Cruz,CC Rincon del Puerto,,,,,-16.55121712,28.41663776,2022-04-22T12:09:52.592000,2022-04-22T12:09:52.592000
administracion de loteria,Administracion de Loterias El Gato Negro,Cl,Calle,San Agustin,65,38410,38031,Los Realejos,San Agustin,www.administracionloteriaselgatonegro.com,info@administracionloteriaselgatonegro.com,922342960.0,,-16.58511899,28.38875499,2016-05-09T12:45:15.374000,2023-10-18T14:04:54.665000
administracion de loteria,Administracion de Loterias El Mercado,CL,Calle,Mercado,2,38360,38041,El Sauzal,Mercado Municipal,,,922572287.0,,-16.43360556,28.48002499,2016-05-09T12:45:15.374000,2015-08-04T13:39:35.904000
administracion de loteria,Administracion de Loterias Estanco,CR,Carretera,General TF 28 Sur,127,38570,38012,Fasnia,El Rincon,,,,,-16.44185431,28.23618484,2016-05-09T12:45:15.374000,2015-11-12T08:47:28.324000
administracion de loteria,Administracion de Loterias N 1,AV,Avenida,Santa Cruz,27,38500,38020,Güimar,,,,,,-16.408628,28.31752999,2016-05-09T12:45:15.374000,2015-08-04T10:57:05.185000
administracion de loteria,Administracion de Loterias N 1,CL,Calle,San Agustin,37,38430,38022,Icod de los Vinos,,,,922121162.0,,-16.717231,28.36782299,2016-05-09T12:45:15.374000,2015-08-04T13:09:51.115000
administracion de loteria,Administracion de Loterias N 1,CL,Calle,Los Pobres,7,38280,38046,Tegueste,,,,,,-16.336796,28.52216299,2016-05-09T12:45:15.374000,2016-07-12T07:24:22.246000
administracion de loteria,Administracion de Loterias N 1,AV,Avenida,Canarias,5,38300,38026,La Orotava,,,,922330998.0,,-16.52233043,28.39201358,2016-05-09T12:45:15.374000,2019-02-20T12:22:09.739000
administracion de loteria,Administracion de Loterias N 1,CL,Calle,Alcalde Alonso Suarez Melian,10,38201,38023,La Laguna,,,,922259210.0,,-16.317264,28.48964599,2016-05-09T12:45:15.374000,2019-01-29T12:04:51.330000
administracion de loteria,Administracion de Loterias N 1,CR,Carretera,General TF 217 Norte,39,38380,38051,La Victoria,,,,922313081.0,,-16.465454,28.43629999,2016-05-09T12:45:15.374000,2015-08-04T13:35:09.001000
administracion de loteria,Administracion de Loterias N 1 Bonnet,CL,Calle,Santa Clara,1,38002,38038,Santa Cruz de Tenerife,,,,,,-16.25025143,28.47022824,2016-11-23T10:14:18.713000,2016-11-23T10:14:18.713000
administracion de loteria,Administracion de Loterias N 1 Candelaria,PZ,"Plaza, plazoleta",Patrona de Canarias,6,38509,38011,Candelaria,,,,,,-16.37060473,28.35185267,2016-05-09T12:45:15.374000,2016-02-18T10:32:45.109000
administracion de loteria,Administracion de Loterias N 1 El Carmen,AV,Avenida,Quinto Centenario,42,38683,38040,Santiago del Teide,Puerto de Santiago,,,922861611.0,,-16.84205801,28.23846246,2016-05-09T12:45:15.374000,2015-11-06T13:16:25.723000
administracion de loteria,Administracion de Loterias N 1 El Racimo,CR,Carretera,General TF 152 Norte,29,38350,38043,Tacoronte,La Estacion,,,922563615.0,,-16.41622708,28.47627855,2016-05-09T12:45:15.374000,2015-08-04T13:42:46.792000
administracion de loteria,Administracion de Loterias N 1 Hermano Pedro,CL,Calle,Calvario,26,38600,38017,Granadilla de Abona,,,santosenrique@terra.es,922773454.0,,-16.577569,28.12144399,2016-05-09T12:45:15.374000,2015-08-04T11:56:42.718000
administracion de loteria,Administracion de Loterias N 1 La Esperanza,Av,Avenida,Hipolito Sinforiano,24,38440,38018,La Guancha,La Guancha,,,922828457.0,,-16.651974,28.37435149,2023-10-18T12:08:17.876000,2023-10-18T12:08:17.876000
administracion de loteria,Administracion de Loterias N 11,AV,Avenida,Trinidad,30,38204,38023,La Laguna,,,,,,-16.316401,28.48626999,2016-05-09T12:45:15.374000,2015-08-05T08:36:24.706000
administracion de loteria,Administracion de Loterias N 16 El Trebol,AV,Avenida,Las Palmeras,42,38205,38023,La Laguna,Finca España,,,,,-16.29856828,28.47523156,2016-05-09T12:45:15,2018-01-12T11:45:10.510000
administracion de loteria,Administracion de Loterias N 19,AV,Avenida,Venezuela,26,38008,38038,Santa Cruz de Tenerife,,,,922216363.0,,-16.27147464,28.46917087,2016-05-09T12:45:15.374000,2015-11-06T12:04:22.493000
administracion de loteria,Administracion de Loterias N 2,CL,Calle,Manuel Bello Ramos,1,38670,38001,Adeje,,,,,,-16.72615244,28.12030604,2016-05-09T12:45:15.374000,2015-08-04T12:45:37.305000
administracion de loteria,Administracion de Loterias N 2,AV,Avenida,Santa Cruz,144,38611,38017,Granadilla de Abona,San Isidro letra A,,,922392462.0,,-16.557541,28.07518799,2016-05-09T12:45:15.374000,2016-04-15T07:59:10.224000
administracion de loteria,Administracion de Loterias N 2,CL,Calle,Heraclio Sanchez,40,38204,38023,La Laguna,,,,922631489.0,,-16.316318,28.48453399,2016-05-09T12:45:15.374000,2015-08-05T08:36:24.706000
administracion de loteria,Administracion de Loterias N 2,PZ,"Plaza, plazoleta",La Paz,2,38300,38026,La Orotava,,,,922320198.0,,-16.520098,28.39507799,2016-05-09T12:45:15.374000,2015-08-04T13:30:57.348000
administracion de loteria,Administracion de Loterias N 2,CL,Calle,San Agustin,17,38430,38022,Icod de los Vinos,,,,922121577.0,,-16.718053,28.36727599,2016-05-09T12:45:15.374000,2015-08-04T13:09:51.115000
administracion de loteria,Administracion de Loterias N 2 Los Realejos,Cl,Calle,El Puente,1,38410,38031,Los Realejos,San Agustin Ed Luisiana,,,922340200.0,,-16.58497506,28.38804058,2016-05-09T12:45:15.374000,2023-10-18T14:04:54.665000
administracion de loteria,Administracion de Loterias N 20,AV,Avenida,Principes de España,10,38010,38038,Santa Cruz de Tenerife,Ofra CC Los Principes,,,922656409.0,,-16.28548375,28.45284794,2016-05-09T12:45:15.374000,2017-11-24T11:51:53.496000
administracion de loteria,Administracion de Loterias N 22,CL,Calle,Bentagay,1,38111,38038,Santa Cruz de Tenerife,CC Santa Cruz Pt 0 Lc 08,,,922686875.0,,-16.30062956,28.42632557,2016-05-09T12:45:15.374000,2015-08-04T10:47:03.881000
administracion de loteria,Administracion de Loterias N 23,CR,Carretera,General TF 192 El Rosario,91,38010,38038,Santa Cruz de Tenerife,,,,922671929.0,,-16.28070139,28.45232101,2016-05-09T12:45:15.374000,2017-03-15T08:39:45.321000
administracion de loteria,Administracion de Loterias N 4 Cupido,CL,Calle,Cupido,10,38400,38028,Puerto de la Cruz,Ed Jamel III,,,,,-16.55131753,28.41480308,2016-11-25T14:08:56.566000,2017-03-24T07:20:14.928000
administracion de loteria,Administracion de Loterias N 4 El Gordo Feliz,AU,"Autopista, autovía",TF 5 Norte,0,38312,38026,La Orotava,CC La Villa Lc 069,www.onlae.com,loteriaelgordofeliz@telefonica.es,922326556.0,922322835.0,-16.54716666,28.39588006,2016-05-09T12:45:15.374000,2017-10-23T10:39:57.743000
administracion de loteria,Administracion de Loterias N 4 El Periquito,RB,Rambla,Dionisio Gonzalez,22,38631,38006,Arona,Las Galletas Ed Cabrera Toledo LC 3,www.loteriaselperiquito.com,info@loteriaselperiquito.com,922734123.0,0.0,-16.6578714,28.0077968,2016-05-09T12:45:15,2016-08-05T12:55:34.083000
administracion de loteria,Administracion de Loterias N 5,AV,Avenida,Taco,151,38108,38023,La Laguna,Taco,,francisco.aguiar@tubillete.com,922617861.0,,-16.2982642,28.44760447,2016-05-09T12:45:15.374000,2016-06-28T12:59:37.869000
administracion de loteria,Administracion de Loterias N 8,CL,Calle,Obispo Rey Redondo,11,38201,38023,La Laguna,,,,,,-16.315394,28.48785399,2016-05-09T12:45:15,2018-01-16T10:41:37.821000
administracion de loteria,Administracion de Loterias Nº2,CL,Calle,La Entrada,5,36680,38019,Guía de Isora,Guia de Isora,,loteriadeguia@hotmail.com,922850115.0,,-16.78113746,28.21168116,2016-05-09T12:45:15.374000,2019-04-12T11:56:11.551000
administracion de loteria,Administracion de Loterias San Roquito,CL,Calle,Esteban de Ponte,22,38450,38015,Garachico,,,clasove@hotmail.com,922833354.0,,-16.76500264,28.37364237,2016-05-09T12:45:15,2016-08-17T09:17:14.559000
administracion de loteria,Administracion de Loterias Sierva de Dios,AV,Avenida,Las Palmeras,9,38360,38041,El Sauzal,,,,922570078.0,,-16.434074,28.48026999,2016-05-09T12:45:15.374000,2015-08-04T13:39:35.904000
administracion de loteria,Administracion La Viejita d´Oro,AV,Avenida,Los Pescadores,33,38686,38019,Guía de Isora,Alcala,,,922865298.0,,-16.82763729,28.20170272,2016-05-09T12:45:15.374000,2019-04-12T11:56:11.551000
administracion de loteria,Administracion Loterias,PZ,"Plaza, plazoleta",Charco,0,38400,38028,Puerto de la Cruz,,,,,,-16.55089733,28.41613793,2018-01-19T10:53:58.657000,2018-01-19T10:53:58.657000
