actividad_tipo,nombre,tipo_via_codigo,tipo_via_descripcion,direccion_nombre_via,direccion_numero,direccion_codigo_postal,municipio_codigo,municipio_nombre,referencia,web,email,telefono,fax,longitud,latitud,fecha_creacion,fecha_actualizacion
enseñanza especializada,Academia de Musica Tremolo,CR,Carretera,Orchilla,1,38595,38017,Granadilla de Abona,Charco del Pino,,,,,-16.583282,28.10273071,2016-05-09T12:45:15,2017-01-31T12:26:21.195000
enseñanza profesional,Academia de Peluqueria y Estetica Imagen Valle,CL,Calle,La Bermuda,4,38626,38006,Arona,Valle San Lorenzo,,imagenvalle@hotmail.com,922765951.0,0.0,-16.65847156,28.08412326,2016-05-09T12:45:15.374000,2015-08-04T12:31:10.347000
enseñanza especializada,Academia Informatica Tecno,CL,Calle,Tasagaya,4,38500,38020,Güimar,,,,,,-16.408503,28.31927699,2016-05-09T12:45:15.374000,2015-08-04T10:57:05.185000
enseñanza especializada,Academia Intelectum,CL,Calle,Mencey,1,38595,38017,Granadilla de Abona,Charco del Pino,,,681396961.0,,-16.58796,28.11205939,2016-05-09T12:45:15.374000,2016-06-13T09:49:11.927000
enseñanza idiomas,Academia ISE Language School,CL,Calle,Obispo Rey Redondo,52,38201,38023,La Laguna,,www.isetenerife.com,,922194744.0,,-16.31800169,28.48945356,2016-05-09T12:45:15.374000,2018-01-16T10:29:09.429000
enseñanza especializada,Academia Mararia,CL,Calle,La Virtud,3,38400,38028,Puerto de la Cruz,,,,,,-16.547942,28.41552899,2016-05-09T12:45:15.374000,2015-08-04T13:21:58.324000
enseñanza profesional,Academia Pirámide,AV,Avenida,Los Pescadores,8,38686,38019,Guía de Isora,,,,680401200.0,,-16.82733384,28.20161919,2019-04-12T16:38:45.443000,2019-04-12T16:38:45.443000
enseñanza especializada,Academia Rayuela,CR,Carretera,General TF 28 Sur,85,38620,38035,San Miguel,,rayuela.tusacademias.com,,922700973.0,,-16.61650069,28.09947302,2016-05-09T12:45:15.374000,2015-08-05T07:32:57.630000
enseñanza especializada,Academia Sothis Centros de Formacion,CL,Calle,Rodeo,6,38650,38006,Arona,Los Cristianos Ed Royal Palm Ur Oasis del Sur,,sur@sothisinfo.com,922788041.0,922788049.0,-16.70491768,28.05107153,2016-05-09T12:45:15,2017-11-16T14:43:32.656000
enseñanza especializada,Academia Yanes,CL,Calle,Mata,8,38611,38017,Granadilla de Abona,San Isidro,,,922394050.0,,-16.55976348,28.07757116,2017-04-28T10:02:08.366000,2017-04-28T10:02:08.366000
enseñanza especializada,Academy Language United,Cl,Calle,Toscal,,38418,38031,Los Realejos,,united-language-academy.ueniweb.com,ulatoscal@gmail.com,662059653.0,,-16.57501065,28.39942861,2023-10-18T12:08:17.876000,2023-10-18T12:08:17.876000
enseñanza especializada,Acero Academia,CR,Carretera,General TF 152 Norte,47,38350,38043,Tacoronte,La Estación Ed Acosta,aceroacademia.com,tito@aceroacademia.com,922563705.0,,-16.41451464,28.4772463,2018-05-08T10:26:48.198000,2018-05-08T10:26:48.198000
enseñanza especializada,AFORECA,Av,Avenida,Juan Mendez El Viejo,7,38480,38010,Buenavista del Norte,CC La Alhondiga,,aforeca@gmail.com,922707743.0,,-16.84922109,28.37023574,2023-10-18T12:08:17.876000,2023-10-18T12:08:17.876000
enseñanza idiomas,Anglo Saxon Academy,PZ,"Plaza, plazoleta",Veinticinco de Julio,4,38004,38038,Santa Cruz de Tenerife,,,,922244937.0,,-16.25611199,28.47065072,2016-05-09T12:45:15.374000,2016-04-25T12:03:47.531000
enseñanza especializada,Aprende Gabinete Multidisciplinar,CR,Carretera,España TF 217,26,38390,38039,Santa Úrsula,Pl 1 Of C,,aprendegabinete@gmail.com,922337518.0,,-16.48999164,28.42532031,2016-05-09T12:45:15,2018-04-11T09:40:06.103000
biblioteca ludoteca,Archivo Historico Diocesano La Laguna,CL,Calle,Anchieta,23,38201,38023,La Laguna,,www.obispadodetenerife.es,archivohistorico@obispadodetenerife.es,922631249.0,,-16.31572966,28.49050416,2016-05-09T12:45:15.374000,2015-12-15T09:40:54.560000
biblioteca ludoteca,Archivo Historico Municipal,PZ,"Plaza, plazoleta",La Libertad,1,38450,38015,Garachico,,www.garachico.es,,922830000.0,,-16.76433552,28.37294982,2016-05-09T12:45:15,2016-08-17T09:15:29.561000
biblioteca ludoteca,Archivo Historico Municipal La Laguna,CL,Calle,Obispo Rey Redondo,1,38201,38023,La Laguna,Casa del Corregidor,www.aytolalaguna.com,,,,-16.31435305,28.48728662,2016-05-09T12:45:15.374000,2016-03-10T14:39:17.252000
biblioteca ludoteca,Archivo Historico Provincial santa Cruz Tenerife,CM,Camino,La Hornera,78,38205,38023,La Laguna,,www.facebook.com/archivoshistoricotfe,,922479340.0,922479345.0,-16.30823677,28.47201737,2016-05-09T12:45:15.374000,2015-11-20T12:55:26.070000
biblioteca ludoteca,Archivo Municipal,CL,Calle,Añate,1,38380,38051,La Victoria,Centro Cultural El Pinar,www.lavictoriadeacentejo.es,,922582416.0,,-16.4720014,28.43303332,2016-05-09T12:45:15,2018-01-22T09:59:27.500000
enseñanza especializada,Area 51,Av,Avenida,Tres de Mayo,20,38410,38031,Los Realejos,,,,619196568.0,,-16.5845369,28.3821617,2023-10-18T12:08:17.876000,2023-10-18T12:08:17.876000
museos salas de arte,Arte Galeria,CL,Calle,San Francisco,4,38600,38017,Granadilla de Abona,,,artegaleriagranadilla@hotmail.com,922770053.0,,-16.577384,28.12308689,2016-05-09T12:45:15.374000,2015-08-04T11:56:42.718000
centro cultural,Ateneo de La Laguna,PZ,"Plaza, plazoleta",Los Remedios,3,38201,38023,La Laguna,Pz Catedral,www.ateneolalaguna.es,,922259822.0,,-16.31674613,28.48905572,2016-05-09T12:45:15,2016-07-26T09:01:28.436000
centro cultural,Auditorio de Tenerife Adan Martin,AV,Avenida,Constitucion,1,38003,38038,Santa Cruz de Tenerife,,www.auditoriodetenerife.com,info@auditoriodetenerife.com,922568600.0,922568602.0,-16.25146942,28.45609409,2016-05-09T12:45:15.374000,2015-08-04T10:22:19.650000
centro cultural,Auditorio Municipal El Sauzal,CL,Calle,Constitucion,7,38360,38041,El Sauzal,,www.elsauzal.es,auditorio@elsauzal.es,922570000.0,,-16.43636321,28.47852649,2016-08-10T13:24:22.354000,2016-08-10T13:24:22.354000
centro cultural,Auditorio Teobaldo Power,CL,Calle,Cantos Canarios,1,38300,38026,La Orotava,,,,,,-16.52230795,28.3915499,2016-05-09T12:45:15.374000,2015-08-04T13:30:57.348000
enseñanza idiomas,Aula Acentejo,CL,Calle,Leoncio Rodriguez,1,38390,38039,Santa Úrsula,CC Martin Calzadilla Lc 10,www.aulaacentejo.com,aulaacentejo@gmail.com,822256620.0,,-16.4888008,28.42577285,2016-05-09T12:45:15,2018-04-10T14:25:43.419000
enseñanza especializada,Aula de Interpretacion,CM,Camino,San Roque,9,38613,38052,Vilaflor,,www.vilaflordechasna.es,senderismo@vilaflordechasna.es,922700029.0,,-16.642619,28.16073399,2016-05-09T12:45:15.374000,2015-08-04T12:05:34.680000
enseñanza especializada,Aula de Música Alcalá,CL,Calle,Nuñez de Balboa,9,38686,38019,Guía de Isora,,,lauri.garciat@gmail.com,676823498.0,,-16.82802028,28.20231655,2019-04-12T16:38:45.443000,2019-04-12T16:38:45.443000
enseñanza especializada,Aulas Huerto Escolar,LG,"Lugar, zona",Palo Blanco,0,38415,38031,Los Realejos,Palo Blanco,,,,,-16.57511399,28.36181099,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
guarderias centros infantiles,Ayto El Sauzal Centro Infantil Municipal,AV,Avenida,Las Palmeras,3,38360,38041,El Sauzal,,www.elsauzal.es,,,,-16.434479,28.48014999,2016-05-09T12:45:15.374000,2018-01-29T09:22:29.662000
enseñanza idiomas,Babel Languaje Academy,PZ,"Plaza, plazoleta",Galicia,13,38612,38017,Granadilla de Abona,El Medano,www.babelacademy.es,,922179431.0,,-16.535713,28.04616509,2016-05-09T12:45:15.374000,2016-03-30T12:16:14.761000
enseñanza especializada,Benaiga,AV,Avenida,Mencey de Abona,62,38600,38017,Granadilla de Abona,,,benaigavino@hotmail.com,922770852.0,,-16.57953508,28.11608914,2016-05-09T12:45:15.374000,2018-05-21T12:20:58.824000
biblioteca ludoteca,Biblioteca Centro Penitenciario de Tenerife,CM,Camino,Escaño,17,38290,38032,El Rosario,La Esperanza,,,922869500.0,922620712.0,-16.34271791,28.45333835,2016-05-09T12:45:15.374000,2015-10-28T08:42:27.467000
biblioteca ludoteca,Biblioteca Municipal Adeje - Armeñime,CL,Calle,Leon Felipe,7,38678,38001,Adeje,Armeñime Centro Cultural,www.adeje.es/esp/258_red_de_bibliotecas.asp,biblioteca@adeje.es,922740305.0,922711116.0,-16.75539358,28.12889838,2016-05-09T12:45:15.374000,2017-09-25T08:33:46.418000
biblioteca ludoteca,Biblioteca Municipal Adeje - Canaria,CL,Calle,Grande,38,38670,38001,Adeje,,www.adeje.es/esp/258_red_de_bibliotecas.asp,biblioteca@adeje.es,922711509.0,922756200.0,-16.72494812,28.12163171,2016-05-09T12:45:15.374000,2017-09-25T08:34:52.042000
biblioteca ludoteca,Biblioteca Municipal Adeje - Fañabe,CL,Calle,Alegranza,191,38679,38001,Adeje,Fañabe,www.adeje.es/esp/258_red_de_bibliotecas.asp,biblioteca@adeje.es,922715531.0,922711116.0,-16.73092733,28.10735915,2016-05-09T12:45:15.374000,2017-09-25T08:33:46.418000
biblioteca ludoteca,Biblioteca Municipal Adeje - Los Menores,CL,Calle,Virgen de Fatima,12,38677,38001,Adeje,Los Menores Centro Cultural,www.adeje.es/esp/258_red_de_bibliotecas.asp,biblioteca@adeje.es,922781314.0,922711116.0,-16.75463404,28.13978783,2016-05-09T12:45:15.374000,2017-09-25T08:33:46.418000
biblioteca ludoteca,Biblioteca Municipal Adeje - Miraverde,CL,Calle,Drago,1,38679,38001,Adeje,Lagos de Miraverde,www.adeje.es/esp/258_red_de_bibliotecas.asp,biblioteca@adeje.es,922714866.0,922711116.0,-16.72907087,28.09471287,2016-05-09T12:45:15.374000,2017-09-25T08:33:46.418000
biblioteca ludoteca,Biblioteca Municipal Adeje - Tijoco La Hoya,PZ,"Plaza, plazoleta",La Milagrosa,1,38677,38001,Adeje,Tijoco Bajo,www.adeje.es/esp/258_red_de_bibliotecas.asp,biblioteca@adeje.es,922163030.0,922711116.0,-16.76791507,28.15618016,2016-05-09T12:45:15,2018-02-19T09:12:12.937000
biblioteca ludoteca,Biblioteca Municipal Adeje - Villa de Adeje,CL,Calle,Universidad La Laguna,14,38670,38001,Adeje,Centro Cultural Adeje,www.adeje.es/esp/258_red_de_bibliotecas.asp,biblioteca@adeje.es,922756246.0,922711116.0,-16.72500004,28.12268845,2016-05-09T12:45:15.374000,2017-09-25T08:34:52.042000
biblioteca ludoteca,Biblioteca Municipal Arafo,CL,Calle,Rafael Clavijo Garcia,12,38550,38004,Arafo,Edificio Auditorio Juan Carlos I,www.arafo.es,biblioteca@arafo.es,922524096.0,,-16.41812941,28.34135266,2016-05-09T12:45:15.374000,2018-05-24T17:22:06.194000
biblioteca ludoteca,Biblioteca Municipal Arico - Arico Viejo,CL,Calle,La Cruz,2,38589,38005,Arico,Arico Viejo,,aricoviejo@ayuntamientodearico.com,922161425.0,,-16.47840678,28.18214042,2016-05-09T12:45:15.374000,2015-08-04T11:52:15.690000
biblioteca ludoteca,Biblioteca Municipal Arico - El Rio,CL,Calle,El Boche,3,38593,38005,Arico,El Rio,,elrio@ayuntamientodearico.com,922160149.0,,-16.52224485,28.14245003,2016-05-09T12:45:15.374000,2015-08-04T11:53:28.205000
biblioteca ludoteca,Biblioteca Municipal Arico - La Sabinita,CL,Calle,El Castillo,6,38589,38005,Arico,La Sabinita Centro Cultural,,educacion@ayuntamientodearico.com,922768242.0,,-16.49483255,28.18099439,2016-05-09T12:45:15.374000,2018-07-10T10:39:03.745000
biblioteca ludoteca,Biblioteca Municipal Arico - Villa de Arico,CL,Calle,El Carmen,33,38580,38005,Arico,Villa de Arico,,b_villaarico@ayuntamientodearico.com,922768127.0,922768275.0,-16.49998812,28.16452876,2016-05-09T12:45:15.374000,2015-08-04T11:52:50.127000
biblioteca ludoteca,Biblioteca Municipal Arona,CL,Calle,El Calvario,6,38640,38006,Arona,Casino de Arona,www.arona.org,redbibliotecasarona@arona.org,922725878.0,,-16.68023811,28.10045595,2016-05-09T12:45:15,2017-09-25T08:41:22.534000
biblioteca ludoteca,Biblioteca Municipal Arona - Buzanada,PZ,"Plaza, plazoleta",La Iglesia,1,38627,38006,Arona,Buzanada,www.arona.org,redbibliotecasbuzanada@arona.org,922767325.0,,-16.65385936,28.07274762,2016-05-09T12:45:15.374000,2017-09-25T08:41:22.534000
biblioteca ludoteca,Biblioteca Municipal Arona - Cabo Blanco,CL,Calle,Vista Martin,8,38627,38006,Arona,Cabo Blanco Centro Civico,www.arona.org,redbibliotecascaboblanco@arona.org,922720143.0,,-16.67065168,28.07364987,2016-05-09T12:45:15,2017-09-25T08:41:22.534000
biblioteca ludoteca,Biblioteca Municipal Arona - El Fraile,CL,Calle,San Sebastian de La Gomera,80,38632,38006,Arona,El Fraile,www.arona.org,redbibliotecaselfraile@arona.org,922732304.0,,-16.67111311,28.012562,2016-05-09T12:45:15.374000,2016-09-29T08:53:25.783000
biblioteca ludoteca,Biblioteca Municipal Arona - La Camella,CR,Carretera,General TF 28 Sur,58,38627,38006,Arona,La Camella Centro Civico,www.arona.org,redbibliotecaslacamella@arona.org,922720151.0,,-16.68232592,28.07869815,2016-05-09T12:45:15,2017-09-25T08:41:22.534000
biblioteca ludoteca,Biblioteca Municipal Arona - Las Galletas,RB,Rambla,Dionisio Gonzalez,20,38631,38006,Arona,Las Galletas Centro Cultural,www.arona.org,redbibliotecaslasgalletas@arona.org,922053032.0,,-16.65750553,28.00756949,2016-05-09T12:45:15.374000,2017-09-25T08:41:22.534000
biblioteca ludoteca,Biblioteca Municipal Arona - Los Cristianos,PZ,"Plaza, plazoleta",Pescador,1,38650,38006,Arona,Los Cristianos Centro Cultural,www.arona.org,redbibliotecasarona@arona.org,922757006.0,,-16.71372075,28.05281137,2016-05-09T12:45:15.374000,2017-09-25T08:41:22.534000
biblioteca ludoteca,Biblioteca Municipal Arona - Parque La Reina,CL,Calle,Petalo,1,38632,38006,Arona,Cho Parque La Reina,www.arona.org,redbibliotecasarona@arona.org,922739146.0,,-16.66286385,28.04913566,2016-05-09T12:45:15,2017-11-16T08:28:12.979000
biblioteca ludoteca,Biblioteca Municipal Arona - Valle de San Lorenzo,CL,Calle,Llano Mora,4,38626,38006,Arona,Valle San Lorenzo Centro Civico,www.arona.org,redbibliotecasvalledesanlorenzo@arona.org,922765030.0,,-16.65766684,28.09084986,2016-05-09T12:45:15.374000,2017-09-25T08:41:22.534000
biblioteca ludoteca,Biblioteca Municipal Buenavista del Norte,PZ,"Plaza, plazoleta",Los Remedios,9,38480,38010,Buenavista del Norte,Centro Cultural El Granero,www.buenavistadelnorte.com,biblioteca@buenavistadelnorte.com,922127865.0,922127108.0,-16.85160624,28.37236844,2016-05-09T12:45:15.374000,2023-10-18T14:41:54.296000
biblioteca ludoteca,Biblioteca Municipal Candelaria,CL,Calle,Alcalde Juan Castellano Castellano,9,38509,38011,Candelaria,,www.candelaria.es,bibliocandelaria@candelaria.es,922956210.0,,-16.37040309,28.35599485,2016-05-09T12:45:15.374000,2015-08-04T10:53:32.454000
biblioteca ludoteca,Biblioteca Municipal Candelaria - Araya,CL,Calle,Simon Higuera Mederos,2,38540,38011,Candelaria,Araya,www.candelaria.es,biblioaraya@candelaria.es,922956213.0,822066673.0,-16.39438668,28.36322126,2016-05-09T12:45:15.374000,2015-08-04T10:52:21.377000
biblioteca ludoteca,Biblioteca Municipal Candelaria - Barranco Hondo,CL,Calle,La Plaza,3,38510,38011,Candelaria,Barranco Hondo San Jose,,bibliobarrancohondo@candelaria.es,922509024.0,,-16.36116763,28.40173631,2017-09-27T12:58:01.229000,2017-09-27T12:58:01.229000
biblioteca ludoteca,Biblioteca Municipal Candelaria - Igueste,CL,Calle,El Pico,1,38520,38011,Candelaria,Igueste de Candelaria Pz La Libertad,www.candelaria.es,biblioigueste@candelaria.es,922505548.0,,-16.37525901,28.38273073,2016-05-09T12:45:15.374000,2015-08-04T10:51:48.627000
biblioteca ludoteca,Biblioteca Municipal Candelaria - Las Caletillas,AV,Avenida,Maritima,26,38530,38011,Candelaria,Las Caletillas Plaza CIT,www.candelaria.es,bibliocaletillas@candelaria.es,922956212.0,,-16.36194348,28.37638994,2016-05-09T12:45:15,2018-07-04T13:20:44.974000
biblioteca ludoteca,Biblioteca Municipal Candelaria - Las Cuevecitas,CL,Calle,San Andres,2,38540,38011,Candelaria,Las Cuevecitas,www.candelaria.es,bibliocuevecitas@candelaria.es,922583927.0,,-16.39896656,28.35822113,2016-05-09T12:45:15.374000,2015-08-04T10:52:21.377000
biblioteca ludoteca,Biblioteca Municipal Candelaria - Malpais,CL,Calle,Los Cuchillos,99,38540,38011,Candelaria,Malpais Antigua Escuela,www.candelaria.es,bibliomalpais@candelaria.es,822066673.0,822066673.0,-16.40206078,28.3532623,2016-05-09T12:45:15.374000,2015-08-04T10:52:21.377000
biblioteca ludoteca,Biblioteca Municipal Candelaria - Punta Larga,AV,Avenida,Maritima,29,38509,38011,Candelaria,Las Caletillas Ed Naiguata Lc C1,www.candelaria.es,bibliopuntalarga@candelaria.es,922956207.0,922956620.0,-16.36521792,28.36437428,2016-05-09T12:45:15.374000,2017-06-29T12:42:56.533000
biblioteca ludoteca,Biblioteca Municipal El Rosario - La Esperanza,CL,Calle,Amilcar Gonzalez Diaz,4,38290,38032,El Rosario,La Esperanza,www.ayuntamientoelrosario.org,,922548367.0,,-16.36678223,28.4507591,2016-05-09T12:45:15.374000,2015-08-04T10:49:35.113000
biblioteca ludoteca,Biblioteca Municipal El Rosario - Tabaiba,CL,Calle,España,15,38190,38032,El Rosario,Tabaiba Baja,www.bibliotecaytelecentrotabaiba.blogspot.com.es,bibliotecadetabaiba@gmail.com,922682303.0,,-16.33344059,28.40380346,2016-05-09T12:45:15,2018-05-23T12:29:48.411000
biblioteca ludoteca,Biblioteca Municipal El Sauzal,CL,Calle,Manuel Nepomuceno,12,38360,38041,El Sauzal,Centro Cultural El Sauzal,www.elsauzal.es,biblioteca@elsauzal.es,922570000.0,,-16.43618037,28.47837059,2016-05-09T12:45:15,2017-09-25T09:03:57.477000
biblioteca ludoteca,Biblioteca Municipal El Sauzal - Ravelo,CL,Calle,Sabino Berthelot,31,38359,38041,El Sauzal,Ravelo IES Sabino Berthelot,www.elsauzal.es,biblioteca@elsauzal.es,922570000.0,,-16.42094038,28.4597719,2016-08-10T13:27:07.399000,2017-09-25T09:03:57.477000
biblioteca ludoteca,Biblioteca Municipal El Tanque,CL,Calle,Miguel de Cervantes,15,38435,38044,El Tanque,,www.eltanque.es,biblioteca@eltanque.es,922136715.0,922136766.0,-16.77522149,28.35549596,2016-05-09T12:45:15.374000,2015-08-04T12:58:55.904000
biblioteca ludoteca,Biblioteca Municipal Fasnia,CL,Calle,Emiliano Diaz Castro,26,38570,38012,Fasnia,,,,922520265.0,,-16.44010809,28.23566816,2016-05-09T12:45:15.374000,2015-08-04T11:48:57.224000
biblioteca ludoteca,Biblioteca Municipal Fasnia - La Zarza,CL,Calle,El Calvario,3,38579,38012,Fasnia,La Zarza,,,922530092.0,,-16.45544677,28.2361502,2016-05-09T12:45:15.374000,2015-08-04T11:49:28.926000
biblioteca ludoteca,Biblioteca Municipal Garachico,PZ,"Plaza, plazoleta",La Libertad,1,38450,38015,Garachico,,www.garachico.es,bibliotecacasco@garachico.es,922830000.0,922831301.0,-16.76438381,28.3729215,2016-05-09T12:45:15,2016-08-17T09:15:29.561000
biblioteca ludoteca,Biblioteca Municipal Garachico - Genoves,CL,Calle,El Pino,2,38459,38015,Garachico,Genoves,www.garachico.es,bibliotecagenoves@garachico.es,922830344.0,922830340.0,-16.74417606,28.36585134,2016-05-09T12:45:15.374000,2015-08-04T13:07:09.054000
biblioteca ludoteca,Biblioteca Municipal Granadilla de Abona,PZ,"Plaza, plazoleta",Gonzalez Mena,3,38600,38017,Granadilla de Abona,,,bibliotecagranadilla@granadilladeabona.org,922759683.0,,-16.57716154,28.1225327,2017-09-27T13:00:30.945000,2017-09-27T13:00:30.945000
biblioteca ludoteca,Biblioteca Municipal Guia de Isora,CL,Calle,El Campo,13,38680,38019,Guía de Isora,,www.guiadeisora.org,biblioteca@guiadeisora.org,922853089.0,,-16.78043178,28.21215722,2016-05-09T12:45:15.374000,2019-03-22T10:14:18.455000
biblioteca ludoteca,Biblioteca Municipal Guimar,CL,Calle,Poeta Aristides Hernandez Mora,16,38500,38020,Güimar,Tasagaya,,bibliotecaguimar@hotmail.com,922514330.0,,-16.40579349,28.31659962,2016-05-09T12:45:15.374000,2015-08-04T10:57:05.185000
biblioteca ludoteca,Biblioteca Municipal Icod de los Vinos,CL,Calle,San Francisco,2,38430,38022,Icod de los Vinos,Pz Dominguez Alfonso,,biblipotecaicod@gmail.com,922814695.0,922869600.0,-16.71942775,28.36645432,2017-09-27T13:04:30.331000,2017-09-27T13:04:30.331000
biblioteca ludoteca,Biblioteca Municipal Icod de los Vinos - Sala Lectura El Amparo,CR,Carretera,General TF 366 El Amparo,11,38439,38022,Icod de los Vinos,El Amparo Oficina Auxiliar,,bibliotecaicod@gmail.com,,,-16.71600278,28.35506265,2017-09-27T13:06:56.672000,2017-09-27T13:06:56.672000
biblioteca ludoteca,Biblioteca Municipal Icod de los Vinos - Santa Barbara,CL,Calle,Perez Rijo,14,38434,38022,Icod de los Vinos,Santa Barbara Centro Cultural,,bibliotecaicod@gmail.com,922814064.0,,-16.69025318,28.37171607,2017-03-06T10:49:16,2017-09-27T13:23:04
biblioteca ludoteca,Biblioteca Municipal La Guancha,Rb,Rambla,Cristobal Barrios Rodriguez,5,38440,38018,La Guancha,La Guancha,biblioguancha.blogspot.com,biblioguancha@gmail.com,,,-16.65134591,28.3772374,2016-05-09T12:45:15.374000,2023-10-18T14:04:54.665000
biblioteca ludoteca,Biblioteca Municipal La Guancha - Santa Catalina,Cl,Calle,Los Escolares,2,38441,38018,La Guancha,Santa Catalina,biblioguancha.blogspot.com,bibliotecaslg@gmail.com,922350117.0,,-16.65666348,28.39162636,2016-05-09T12:45:15.374000,2023-10-18T14:04:54.665000
biblioteca ludoteca,Biblioteca Municipal La Guancha - Santo Domingo,Cl,Calle,La Iglesia Peatonal,1,38441,38018,La Guancha,Santo Domingo,biblioguancha.blogspot.com,bibliotecaslg@gmail.com,922360970.0,,-16.6726907,28.39066664,2016-05-09T12:45:15.374000,2023-10-18T14:04:54.665000
biblioteca ludoteca,Biblioteca Municipal La Laguna - Adrian Aleman,CL,Calle,Juan de Vera,9,38201,38023,La Laguna,,www.bibliotecapublicas.es/lalaguna.com,laguna@culturacanaria.com,922259940.0,922255227.0,-16.31649695,28.49027181,2016-05-09T12:45:15.374000,2015-10-28T08:38:50.018000
biblioteca ludoteca,Biblioteca Municipal La Laguna - Tejina,CM,Camino,La Palmita,4,38260,38023,La Laguna,Tejina,www.bibliotecapublicas.es/lalaguna.com,,922541611.0,,-16.36526654,28.53437399,2017-06-29T12:42:56.564000,2017-09-25T08:52:37.006000
biblioteca ludoteca,Biblioteca Municipal La Matanza de Acentejo,AV,Avenida,Tinguaro,20,38370,38025,La Matanza,,www.matanceros.com,biblioteca@matanceros.com,922577120.0,922877871.0,-16.45669206,28.44808322,2016-05-09T12:45:15.374000,2015-08-04T13:38:28.921000
biblioteca ludoteca,Biblioteca Municipal La Orotava,CL,Calle,Tomas Perez,3,38300,38026,La Orotava,Casa Consistorial,www.facebook.com/BibliotecaOrotava,biblioteca@villadelaorotava.org,922335804.0,922335804.0,-16.52452792,28.38930444,2016-05-09T12:45:15.374000,2016-04-14T13:53:00.112000
biblioteca ludoteca,Biblioteca Municipal La Victoria de Acentejo,CL,Calle,Añate,1,38380,38051,La Victoria,Centro Cultural El Pinar,www.lavictoriadeacentejo.es,biblioteca@lavictoriadeacentejo.es,922582416.0,,-16.47187835,28.4331071,2016-05-09T12:45:15,2018-01-22T09:59:27.500000
biblioteca ludoteca,Biblioteca Municipal Los Realejos,CL,Calle,La Union,1,38410,38031,Los Realejos,,,bmpvierayclavijo@hotmail.com,922341007.0,922344254.0,-16.58618854,28.38662349,2017-09-27T14:28:54.108000,2017-09-27T14:28:54.108000
biblioteca ludoteca,Biblioteca Municipal Los Silos,CL,Calle,Monseñor Agustin Yanes Valer,2,38470,38042,Los Silos,Ex-Convento San Sebastian,www.lossilos.es,biblioteca@lossilos.es,922840012.0,922841615.0,-16.81718638,28.36513545,2016-05-09T12:45:15.374000,2017-09-25T09:03:57.477000
