actividad_tipo,nombre,tipo_via_codigo,tipo_via_descripcion,direccion_nombre_via,direccion_numero,direccion_codigo_postal,municipio_codigo,municipio_nombre,referencia,web,email,telefono,fax,longitud,latitud,fecha_creacion,fecha_actualizacion
emergencias centro de proteccion civil,Agrupacion Voluntarios Proteccion Civil Puerto de la Cruz,CL,Calle,Valois,3,38400,38028,Puerto de la Cruz,,,proteccioncivilpuertodelacruz@gmail.com,629536923.0,,-16.54951504,28.41487174,2016-05-09T12:45:15,2015-08-04T13:21:58
emergencias centro de proteccion civil,Agrupacion Voluntarios Proteccion Civil San Miguel de Abona,CL,Calle,Constitucion,13,38620,38035,San Miguel,,asociacion399.tenerifesolidario.org,proteccioncivilsanmiguel@gmail.com,922700184.0,,-16.6166536,28.09643939,2016-05-09T12:45:15,2018-03-08T11:46:28.479000
emergencias centro de proteccion civil,Agrupacion Voluntarios Proteccion Civil Santa Cruz de Tenerife,AV,Avenida,Tres de Mayo,85,38005,38038,Santa Cruz de Tenerife,Pl 1,www.proteccioncivilsctfe.org,pcivilsctfe@gmail.com,922606597.0,922606332.0,-16.26128113,28.45775237,2016-05-09T12:45:15,2015-08-04T10:26:16
emergencias centro de proteccion civil,Agrupacion Voluntarios Proteccion Civil Tacoronte,CL,Calle,Juez Jorge Garcia Gonzalez,4,38350,38043,Tacoronte,,www.tacoronte.es,proteccioncivil@aytotacoronte.org,669692975.0,922570852.0,-16.412846,28.48100944,2016-05-09T12:45:15,2016-04-18T12:08:46
administracion publica otro tipo,Antiguas Aulas de la Vera,CR,Carretera,La Vera Baja,24,38428,38034,San Juan de la Rambla,,,,,,-16.635157,28.38366099,2016-05-09T12:45:15.374000,2015-08-04T13:13:28.674000
administracion publica otro tipo,Antiguo Ayuntamiento Arona,PZ,"Plaza, plazoleta",Cristo de la Salud,7,38640,38006,Arona,,,,0.0,0.0,-16.68079799,28.10000099,2016-05-09T12:45:15.374000,2015-08-04T12:12:35.096000
administracion publica servicios informacion OMIC,Antiguo Ayuntamiento de Santa Ursula,CL,Calle,Alcalde Fernando Luis,2,38390,38039,Santa Úrsula,,,,,,-16.492174,28.42555999,2016-05-09T12:45:15.374000,2018-01-31T13:26:07.863000
administracion publica almacen deposito,Antiguo Taller Municipal,CL,Calle,Luis Lavaggi,8,38400,38028,Puerto de la Cruz,,,,,,-16.557431,28.41503399,2016-05-09T12:45:15.374000,2015-08-04T13:21:58.324000
notaria,Antonio Navarro Pascual de Riquelme,CL,Calle,San Francisco,28,38002,38038,Santa Cruz de Tenerife,,www.notariosnicolasquintanayantonionavarro.es,anpascual@correonotarial.org,922242890.0,,-16.24874513,28.46869254,2022-04-22T12:09:52.592000,2022-04-22T12:09:52.592000
notaria,Aranzazu Aznar Ordoño,CL,Calle,La Palma,22,38003,38038,Santa Cruz de Tenerife,Esq Cl Valentin Sanz,www.notariaaznar.es,info@notariaaznar.com,922283477.0,,-16.25104336,28.46681667,2022-04-22T12:09:52.592000,2022-04-22T12:09:52.592000
administracion publica otro tipo,Ascan-Torrabonaf UTE  Adeje Adeje Limpio,CL,Calle,Bentinerfe,10,38677,38001,Adeje,P I La Atalaya,www.uteadeje.es,uteadeje@sadisa.es; info@adejelimpio.es,922711989.0,922781471.0,-16.7428894,28.12997847,2017-02-15T11:40:07.893000,2017-02-16T13:51:26.067000
administracion publica otro tipo,Ascan-Torrabonaf UTE  Adeje Adeje Limpio,CL,Calle,Bentinerfe,10,38677,38001,Adeje,P I La Atalaya,www.uteadeje.es,uteadeje@sadisa.es; info@adejelimpio.es,922711989.0,922781471.0,-16.74283365,28.12949918,2017-02-15T11:40:07.893000,2017-02-16T13:51:26.067000
administracion publica otro tipo,Ascan-Torrabonaf UTE  Adeje Adeje Limpio,CL,Calle,Bentinerfe,10,38677,38001,Adeje,P I La Atalaya,www.uteadeje.es,uteadeje@sadisa.es; info@adejelimpio.es,922711989.0,922781471.0,-16.74288941,28.12997847,2017-02-15T11:40:07.893000,2017-02-16T13:51:26.067000
administracion publica otro tipo,Ascan-Torrabonaf UTE  Adeje Adeje Limpio,CL,Calle,Bentinerfe,10,38677,38001,Adeje,P I La Atalaya,www.uteadeje.es,uteadeje@sadisa.es; info@adejelimpio.es,922711989.0,922781471.0,-16.74288941,28.12997847,2017-02-15T11:40:07.893000,2017-02-16T13:51:26.067000
colegios profesionales,Asociacion Canaria de Ingenieros de Telecomunicacion,CL,Calle,El Pilar,40,38002,38038,Santa Cruz de Tenerife,,www.acit.es,acit@aeit.es,902107137.0,,-16.25239708,28.47039423,2016-05-09T12:45:15.374000,2016-11-28T12:34:06.452000
emergencias centro de proteccion civil,Asociacion Ciudadanos Organizados en Emergencias y Seguridad UGE,CL,Calle,Juan Rumeu Garcia,28,38008,38038,Santa Cruz de Tenerife,Centro Insular Voluntariado Buzon Postal,asociacion89.tenerifesolidario.org,info@guiasespeciales.org,609097726.0,922672046.0,-16.2732527,28.46536467,2017-06-14T13:47:11,2018-05-08T13:02:46.313000
emergencias centro de proteccion civil,Asociacion Desarrollo de Actuaciones de Emergencias,Cl,Calle,Los Maestros,10,38440,38018,La Guancha,La Guancha,,,,,-16.64945795,28.37219195,2023-10-18T12:08:17.876000,2023-10-18T12:08:17.876000
emergencias centro de proteccion civil,Asociacion Para Desarrollo de Actuaciones de Emergencia ADAE,AV,Avenida,Las Madrigueras,5,38650,38006,Arona,Los Cristianos,,adaeproteccioncivil@hotmail.com,679827145.0,922073444.0,-16.72506056,28.06094439,2016-05-09T12:45:15,2018-03-09T13:33:31.414000
administracion publica juzgado,Audiencia Provincial Civil N 1,AV,Avenida,Tres de Mayo,3,38003,38038,Santa Cruz de Tenerife,Palacio de Justicia,www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales,,922349378.0,922349379.0,-16.25127619,28.46003842,2016-05-09T12:45:15,2018-11-27T10:41:26.951000
administracion publica juzgado,Audiencia Provincial Civil N 2,AV,Avenida,Tres de Mayo,3,38003,38038,Santa Cruz de Tenerife,Palacio de Justicia,www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales,,922349391.0,922349390.0,-16.25111743,28.46005294,2016-05-09T12:45:15,2018-11-27T09:53:09
administracion publica juzgado,Audiencia Provincial Civil N 3,AV,Avenida,Tres de Mayo,3,38003,38038,Santa Cruz de Tenerife,Palacio de Justicia,www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales,,922349408.0,922349407.0,-16.25107743,28.4600626,2016-05-09T12:45:15,2018-11-27T09:53:09
administracion publica juzgado,Audiencia Provincial Civil N 4,AV,Avenida,Tres de Mayo,3,38003,38038,Santa Cruz de Tenerife,Palacio de Justicia,www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales,,922349419.0,922349420.0,-16.25113704,28.4600095,2016-05-09T12:45:15,2018-11-27T09:53:09
administracion publica juzgado,Audiencia Provincial Penal N 5,AV,Avenida,Tres de Mayo,3,38003,38038,Santa Cruz de Tenerife,Palacio de Justicia,www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales,,922349432.0,922349433.0,-16.25117042,28.4599662,2016-05-09T12:45:15,2018-11-27T09:45:58.722000
administracion publica juzgado,Audiencia Provincial Penal N 6,AV,Avenida,Tres de Mayo,3,38003,38038,Santa Cruz de Tenerife,Palacio de Justicia,www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales,,922349454.0,922349451.0,-16.25113827,28.45997861,2016-05-09T12:45:15,2018-11-27T09:45:58
administracion publica juzgado,Audiencia Provincial Presidencia,AV,Avenida,Tres de Mayo,3,38003,38038,Santa Cruz de Tenerife,Palacio de Justicia,www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales,,922349369.0,922349370.0,-16.25112885,28.45994,2016-05-09T12:45:15,2018-11-27T09:45:58
administracion publica otro tipo,Ayto Adeje,CL,Calle,Archajara,0,38677,38001,Adeje,P I La Atalaya,,,0.0,,-16.73870678,28.12770864,2017-02-15T11:40:07.893000,2017-03-10T09:05:18.142000
administracion publica otro tipo,Ayto Adeje,CL,Calle,Archajara,0,38677,38001,Adeje,P I La Atalaya,,,0.0,,-16.73841575,28.12774135,2017-02-15T11:40:07.893000,2017-03-10T09:05:18.142000
administracion publica otro tipo,Ayto Adeje,CL,Calle,Archajara,0,38677,38001,Adeje,P I La Atalaya,,,0.0,,-16.73870678,28.12770864,2017-02-15T11:40:07.893000,2017-03-10T09:05:18.142000
administracion publica casa consistorial,Ayto Adeje,CL,Calle,Grande,3,38670,38001,Adeje,,,,,,-16.724263,28.12262499,2016-05-09T12:45:15.374000,2015-08-04T12:45:37.305000
administracion publica servicios policia y seguridad,Ayto Adeje Academia de Seguridad Integral,CL,Calle,Atbitocazpe,3,38677,38001,Adeje,,,,,,-16.737272,28.12072899,2016-05-09T12:45:15.374000,2016-04-18T12:08:46.013000
administracion publica servicios cultura,Ayto Adeje Archivo Historico,CL,Calle,Grande,40,38670,38001,Adeje,,,,,,-16.72499,28.12158499,2016-05-09T12:45:15.374000,2015-08-04T12:45:37.305000
administracion publica servicios,Ayto Adeje Dependencias Municipales,CL,Calle,San Sebastian,4,38670,38001,Adeje,,,,,,-16.724918,28.12234799,2016-05-09T12:45:15.374000,2015-08-04T12:45:37.305000
administracion publica servicios,Ayto Adeje Dependencias Municipales,CL,Calle,Grande,1,38670,38001,Adeje,,,,,,-16.724006,28.12312499,2016-05-09T12:45:15.374000,2015-08-04T12:45:37.305000
administracion publica servicios,Ayto Adeje Dependencias Municipales,AV,Avenida,Los Vientos,16,38670,38001,Adeje,Parque Galeon,,,,,-16.733089,28.11822099,2016-05-09T12:45:15.374000,2017-08-16T11:07:20.345000
administracion publica almacen deposito,Ayto Adeje Deposito Municipal de Vehiculos,CL,Calle,El Almendro,3,38679,38001,Adeje,Fañabe,,,,,-16.729273,28.09729699,2016-05-09T12:45:15.374000,2015-08-04T12:43:52.150000
administracion publica almacen deposito,Ayto Adeje Naves Servicios Municipales 1,CR,Carretera,Charfa,1,38677,38001,Adeje,Cr General TF 47 Acceso Au Sur,,,,,-16.744658,28.12671499,2016-05-09T12:45:15.374000,2015-08-04T12:45:37.305000
administracion publica almacen deposito,Ayto Adeje Naves Servicios Municipales 2,CL,Calle,La Cruz,65,38670,38001,Adeje,,,,,,-16.736042,28.12309599,2016-05-09T12:45:15.374000,2015-08-04T12:45:37.305000
administracion publica servicios informacion OMIC,Ayto Adeje Oficinas Municipales Callao Salvaje,AV,Avenida,El Jable,37,38678,38001,Adeje,Callao Salvaje,,,,,-16.77784648,28.13139442,2016-05-09T12:45:15,2017-07-31T12:06:43.487000
administracion publica servicios policia y seguridad,Ayto Adeje Policia Local,AV,Avenida,Barranco de las Torres,5,38677,38001,Adeje,Barranco Las Torres,,,,,-16.737907,28.12441399,2016-05-09T12:45:15.374000,2016-04-18T12:08:46.013000
administracion publica servicios policia y seguridad,Ayto Adeje Policia Local,CR,Carretera,General La Caleta Fañabe,2,38679,38001,Adeje,,,,,,-16.732972,28.10632699,2016-05-09T12:45:15.374000,2016-04-18T12:08:46.013000
administracion publica servicios tributarios,Ayto Adeje Recaudacion Municipal,CL,Calle,Derechos Humanos,25,38670,38001,Adeje,,,,,,-16.726746,28.11866999,2016-05-09T12:45:15.374000,2015-08-04T12:45:37.305000
administracion publica casa consistorial,Ayto Arafo,CL,Calle,Amilcar Gonzalez Diaz,3,38550,38004,Arafo,,,,,,-16.418493,28.34019499,2016-05-09T12:45:15,2016-05-17T12:56:44.334000
administracion publica almacen deposito,Ayto Arafo Almacen Municipal,CM,Camino,La Borrega,3,38550,38004,Arafo,,,,,,-16.409926,28.33935899,2016-05-09T12:45:15,2018-05-24T17:22:06.194000
administracion publica otro tipo,Ayto Arafo Antiguas Escuelas del Carmen,CL,Calle,Tomas de Mesa,19,38550,38004,Arafo,,,,,,-16.418956,28.33452699,2016-05-09T12:45:15.374000,2015-08-04T10:54:48.781000
administracion publica servicios,Ayto Arafo Edificio Municipal,CL,Calle,Parroco Vicente Jorge Dorta,5,38550,38004,Arafo,,,,,,-16.418173,28.34007899,2016-05-09T12:45:15.374000,2015-08-04T10:54:48.781000
administracion publica servicios desarrollo local,Ayto Arafo Oficinas Municipales AEDL,CL,Calle,Juan Luis Coello Rodriguez,5,38550,38004,Arafo,,,,,,-16.419079,28.34028799,2016-05-09T12:45:15.374000,2015-08-04T10:54:48.781000
emergencias centro de proteccion civil,Ayto Arafo Proteccion Civil,CL,Calle,Modesto Fraile Poujade,3,38550,38004,Arafo,Ed Centro Formación de Artesanos,,,,,-16.41558566,28.34036601,2016-05-09T12:45:15.374000,2018-05-24T17:22:06.194000
administracion publica servicios desarrollo local,Ayto Arico Agencia de Empleo y Desarrollo Local,CL,Calle,Benitez de Lugo,1,38580,38005,Arico,Villa de Arico,www.ayuntamientodearico.com,,922768242.0,922768651.0,-16.501415,28.16648799,2016-05-09T12:45:15.374000,2015-08-04T11:52:50.127000
administracion publica casa consistorial,Ayto Arico Casa Consistorial,CL,Calle,Meleque,1,38580,38005,Arico,,www.ayuntamientodearico.com,,,,-16.500926,28.16577499,2016-05-09T12:45:15.374000,2018-01-29T09:22:29.662000
administracion publica almacen deposito,Ayto Arico Deposito Municipal,CL,Calle,El Calvario,8,38580,38005,Arico,Villa de Arico,www.ayuntamientodearico.com,,,,-16.502832,28.16825199,2016-05-09T12:45:15.374000,2016-08-25T12:18:33.102000
administracion publica servicios tributarios,Ayto Arico Oficina Gestion Tributaria,CR,Carretera,General TF 28 Sur,15,38580,38005,Arico,Villa de Arico,www.ayuntamientodearico.com,,,,-16.500857,28.16514899,2016-05-09T12:45:15.374000,2018-01-29T09:22:29.662000
administracion publica servicios tecnicos,Ayto Arico Oficina Tecnica Catastro,CL,Calle,El Carmen,3,38580,38005,Arico,Villa de Arico Ed Saavedra,www.ayuntamientodearico.com,,,,-16.500764,28.16589499,2016-05-09T12:45:15.374000,2016-08-25T12:18:33.102000
administracion publica servicios policia y seguridad,Ayto Arico Policia Local,CL,Calle,El Carmen,10,38580,38005,Arico,Villa de Arico,www.ayuntamientodearico.com,,922768242.0,922768651.0,-16.500255,28.16486999,2016-05-09T12:45:15.374000,2016-08-25T12:18:33.102000
administracion publica casa consistorial,Ayto Arona,CL,Calle,Infanta Elena,7,38632,38006,Arona,Pg Cho,,,0.0,0.0,-16.65338218,28.04944799,2016-05-09T12:45:15.374000,2016-02-18T10:32:45.109000
administracion publica casa consistorial,Ayto Arona,CL,Calle,El Calvario,2,38640,38006,Arona,,,,0.0,0.0,-16.680845,28.10055798,2016-05-09T12:45:15.374000,2015-08-04T12:12:35.096000
administracion publica servicios cultura,Ayto Arona Centro Cultural Las Galletas,RB,Rambla,Dionisio Gonzalez,20,38631,38006,Arona,Las Galletas,,,0.0,0.0,-16.65759458,28.0076329,2016-05-09T12:45:15.374000,2015-08-04T12:36:55.984000
administracion publica servicios informacion OMIC,Ayto Arona Oficina de Informacion Municipal Las Galletas,RB,Rambla,Dionisio Gonzalez,20,38631,38006,Arona,Las Galletas,,,0.0,0.0,-16.65755593,28.00760328,2016-05-09T12:45:15.374000,2015-08-04T12:36:55.984000
administracion publica servicios policia y seguridad,Ayto Arona Oficina de Informacion Turistica Playa Las Vistas,PS,Paseo,Las Vistas,9,38650,38006,Arona,Py Las Vistas,,,0.0,0.0,-16.72214299,28.05160799,2016-05-09T12:45:15.374000,2016-04-18T12:08:46.013000
administracion publica servicios policia y seguridad,Ayto Arona Policia Local,PS,Paseo,Puerto de Las Galletas,1,38631,38006,Arona,Las Galletas Marina del Sur,,,0.0,0.0,-16.65863474,28.00721576,2016-05-09T12:45:15.374000,2016-04-18T12:08:46.013000
administracion publica servicios policia y seguridad,Ayto Arona Policia Local,CL,Calle,Nueva,12,38640,38006,Arona,,,,0.0,0.0,-16.67981299,28.10001298,2016-05-09T12:45:15.374000,2016-04-18T12:08:46.013000
administracion publica servicios policia y seguridad,Ayto Arona Policia Local Los Cristianos Casco,PZ,"Plaza, plazoleta",Pescador,1,38650,38006,Arona,Los Cristianos Centro Cultural,,,0.0,0.0,-16.71400799,28.05289699,2016-05-09T12:45:15.374000,2016-04-18T12:08:46.013000
administracion publica servicios policia y seguridad,Ayto Arona Policia Local Los Cristianos Playa,PS,Paseo,Las Vistas,7,38650,38006,Arona,Py Las Vistas,,,0.0,0.0,-16.72200399,28.05145199,2016-05-09T12:45:15.374000,2016-04-18T12:08:46.013000
administracion publica servicios sociales,Ayto Arona Servicios Sociales,AV,Avenida,Antonio Dominguez Alfonso,11,38640,38006,Arona,Py Americas,,,0.0,0.0,-16.681407,28.10024798,2016-05-09T12:45:15.374000,2015-10-15T09:47:42.758000
administracion publica casa consistorial,Ayto Arona Vivienda,CL,Calle,Antonio Dominguez Alfonso,9,38640,38006,Arona,Py Americas,,,0.0,0.0,-16.68139199,28.10009498,2016-05-09T12:45:15.374000,2017-08-22T13:11:37.827000
administracion publica servicios,Ayto Buenavista del Norte,LG,"Lugar, zona",Finca Los Marcos,0,38480,38010,Buenavista del Norte,Pg Dauteflor,www.buenavistadelnorte.com,,922127782.0,,-16.84178349,28.36621155,2016-05-09T12:45:15.374000,2023-10-18T14:38:49.207000
administracion publica servicios,Ayto Buenavista del Norte,CL,Calle,La Alhondiga,5,38480,38010,Buenavista del Norte,,www.buenavistadelnorte.com,sugerencias@buenavistadelnorte.es,922129030.0,,-16.85096,28.37179599,2016-05-09T12:45:15.374000,2023-10-18T14:39:08.082000
administracion publica almacen deposito,Ayto Buenavista del Norte Parque Movil Centro Logistico,LG,"Lugar, zona",Finca Los Marcos,0,38480,38010,Buenavista del Norte,Pg Dauteflor,www.buenavistadelnorte.com,,922127782.0,,-16.84173424,28.36669619,2016-05-09T12:45:15.374000,2023-10-18T14:38:49.207000
administracion publica servicios policia y seguridad,Ayto Buenavista del Norte Policia Local,CL,Calle,Verde,15,38480,38010,Buenavista del Norte,,,,922129175.0,,-16.85056933,28.37174038,2016-05-09T12:45:15.374000,2023-10-18T14:39:08.082000
emergencias centro de proteccion civil,Ayto Buenavista del Norte Proteccion Civil,CL,Calle,Claveles,1,38480,38010,Buenavista del Norte,,,,922127236.0,,-16.84997021,28.37160494,2016-05-09T12:45:15.374000,2015-08-04T13:00:27.513000
administracion publica viviendas municipales,Ayto Buenavista del Norte Viviendas Municipales,LG,"Lugar, zona",Los Cabildos,1,38480,38010,Buenavista del Norte,,,,,,-16.84665,28.36933599,2016-05-09T12:45:15.374000,2015-08-04T13:00:27.513000
administracion publica servicios,Ayto Candelaria,AV,Avenida,La Constitucion,5,38509,38011,Candelaria,,,,,,-16.37013655,28.35527849,2016-05-09T12:45:15.374000,2015-08-04T10:53:32.454000
administracion publica servicios desarrollo local,Ayto Candelaria Agencia de Empleo y Desarrollo Local,CL,Calle,Padre Jesus Mendoza,8,38509,38011,Candelaria,,,,,,-16.370306,28.35580399,2016-05-09T12:45:15.374000,2015-08-04T10:53:32.454000
administracion publica almacen deposito,Ayto Candelaria Almacen Municipal,CR,Carretera,General TF 28 Sur,63,38509,38011,Candelaria,Igueste de Candelaria,,,,,-16.374015,28.36412799,2016-05-09T12:45:15.374000,2015-08-04T10:53:32.454000
administracion publica servicios informacion OMIC,Ayto Candelaria Centro de Usos Multiples Igueste,CL,Calle,Antonio Garcia Perez,90,38520,38011,Candelaria,Igueste de Candelaria,,,,,-16.373821,28.38211199,2016-05-09T12:45:15.374000,2015-08-04T10:51:48.627000
administracion publica servicios sociales,Ayto Candelaria Concejalia de Sanidad,CL,Calle,El Pozo,3,38509,38011,Candelaria,,,,,,-16.371043,28.35593899,2016-05-09T12:45:15.374000,2015-08-04T10:53:32.454000
administracion publica servicios,Ayto Candelaria Concejalia de Turismo Comercio e Industria,CL,Calle,El Pozo,3,38509,38011,Candelaria,,,,,,-16.370979,28.35594199,2016-05-09T12:45:15.374000,2015-08-04T10:53:32.454000
administracion publica servicios informacion OMIC,Ayto Candelaria Local Municipal,CL,Calle,La Cardonera,1,38509,38011,Candelaria,,,,,,-16.372007,28.35323599,2016-05-09T12:45:15.374000,2015-08-04T10:53:32.454000
administracion publica servicios informacion OMIC,Ayto Candelaria Oficina Municipal,CL,Calle,Padre Jesus Mendoza,8,38509,38011,Candelaria,,,,,,-16.370215,28.35570999,2016-05-09T12:45:15.374000,2015-08-04T10:53:32.454000
administracion publica servicios policia y seguridad,Ayto Candelaria Policia Local,CL,Calle,Periodista Ernesto Salcedo,2,38509,38011,Candelaria,Casa Consistorial,,,922502778.0,,-16.37033848,28.35518614,2016-05-09T12:45:15.374000,2016-04-18T12:08:46.013000
emergencias centro de proteccion civil,Ayto Candelaria Proteccion Civil El Pozo,CL,Calle,La Puntita,41,38509,38011,Candelaria,,,,,,-16.36994041,28.35767191,2016-05-09T12:45:15.374000,2015-08-04T10:53:32.454000
emergencias centro de proteccion civil,Ayto Candelaria Proteccion Civil Viviendas Sociales Los Menceyes,CL,Calle,Alemania,12,38509,38011,Candelaria,,,,,,-16.370396,28.36120999,2016-05-09T12:45:15.374000,2015-08-04T10:53:32.454000
administracion publica servicios informacion OMIC,Ayto Candelaria Servicio de Atencion Al Ciudadano,CL,Calle,Padre Jesus Mendoza,10,38509,38011,Candelaria,,,,,,-16.370425,28.35577499,2016-05-09T12:45:15.374000,2015-08-04T10:53:32.454000
administracion publica almacen deposito,Ayto de Arafo Deposito Municipal,PG,Polígono,Industrial Valle de Guimar,0,38509,38004,Arafo,PG GUIMAR MZ 11B PARC 18 19 Y 20,,,,,-16.36741172,28.33926855,2018-03-13T09:10:54.004000,2018-06-04T13:36:47.930000
administracion publica almacen deposito,Ayto de Candelaria Deposito Municipal,PG,Polígono,Industrial Valle de Guimar,0,38509,38004,Arafo,PG GUIMAR MZ 11B PARC 18 19 Y 20,,,,,-16.36741172,28.33926855,2018-03-13T09:10:54,2018-06-04T13:36:47.930000
administracion publica almacen deposito,Ayto de Guimar Deposito Municipal,PG,Polígono,Industrial Valle de Guimar,0,38509,38004,Arafo,PG GUIMAR MZ 11B PARC 18 19 Y 20,,,,,-16.36741172,28.33926855,2018-03-13T09:10:54,2018-06-04T13:36:47.930000
administracion publica servicios,Ayto El Rosario,PZ,"Plaza, plazoleta",Ayuntamiento,2,38290,38032,El Rosario,La Esperanza,www.aytoelrosario.org,,,,-16.367121,28.45106499,2016-05-09T12:45:15.374000,2016-08-05T10:01:20.863000
administracion publica servicios,Ayto El Rosario,CR,Carretera,General TF 256 El Tablero,0,38109,38032,El Rosario,Pg El Chorrillo Prunisa Nv 12,www.aytoelrosario.org,,,,-16.32283182,28.41709188,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
